deposit_id,user_id,deposit_date,amount_eur,payment_method,status
D737332,U125536,2026-06-02,287.95,Google Pay,Completed
D737333,U137642,2025-12-29,456.19,Bank Transfer,Completed
D737334,U111763,2026-02-11,714.59,Bank Transfer,Completed
D737335,U124341,2026-05-26,177.82,Google Pay,Completed
D737336,U134352,2026-04-02,84.29,Card,Completed
D737337,U124707,2025-12-15,403.69,Bank Transfer,Completed
D737338,U116807,2026-07-09,268.58,Card,Pending
D737339,U117843,2025-08-26,97.25,Apple Pay,Completed
D737340,U123879,2025-07-10,922.25,Bank Transfer,Pending
D737341,U130179,2026-08-30,68.67,Bank Transfer,Completed
D737342,U100614,2025-12-04,195.93,Card,Completed
D737343,U145837,2026-06-27,3736.65,Bank Transfer,Completed
D737344,U134627,2026-01-28,2481.6,Bank Transfer,Completed
D737345,U122803,2025-06-02,111.14,Card,Completed
D737346,U138160,2026-07-25,499.91,Bank Transfer,Completed
D737347,U145554,2026-04-22,1325.87,Bank Transfer,Completed
D737348,U108859,2026-06-14,429.72,Bank Transfer,Completed
D737349,U132457,2025-05-20,196.75,Card,Completed
D737350,U111852,2026-02-21,167.86,Bank Transfer,Completed
D737351,U130505,2025-10-27,245.81,Card,Completed
D737352,U115731,2026-03-16,137.85,Bank Transfer,Completed
D737353,U128174,2026-05-16,82.26,Apple Pay,Completed
D737354,U122261,2025-11-18,813.28,Bank Transfer,Completed
D737355,U145963,2026-08-03,695.01,Card,Completed
D737356,U117330,2025-08-27,168.84,Bank Transfer,Completed
D737357,U144581,2026-07-09,2010.43,Card,Completed
D737358,U117511,2025-11-10,1058.34,Bank Transfer,Completed
D737359,U121388,2026-06-30,301.16,Card,Completed
D737360,U113321,2026-07-21,172.33,Apple Pay,Completed
D737361,U101499,2025-09-01,527.08,Apple Pay,Completed
D737362,U112090,2026-06-09,451.2,Bank Transfer,Completed
D737363,U118812,2026-05-01,951.6,Card,Completed
D737364,U111044,2026-04-13,342.09,Bank Transfer,Completed
D737365,U125184,2026-01-29,352.45,Bank Transfer,Completed
D737366,U107600,2025-09-22,237.08,Google Pay,Completed
D737367,U106048,2026-01-18,87.44,Card,Completed
D737368,U121566,2025-10-30,1107.08,Card,Completed
D737369,U127585,2026-06-15,2002.41,Bank Transfer,Completed
D737370,U127679,2026-07-19,480.34,Bank Transfer,Completed
D737371,U142674,2025-07-21,236.46,Bank Transfer,Completed
D737372,U124126,2025-10-20,483.96,Bank Transfer,Completed
D737373,U113331,2025-11-23,95.82,Bank Transfer,Completed
D737374,U137485,2025-06-08,101.23,Card,Completed
D737375,U121570,2026-05-31,138.94,Bank Transfer,Completed
D737376,U147962,2026-07-26,620.68,Bank Transfer,Completed
D737377,U111211,2026-02-26,194.19,Apple Pay,Completed
D737378,U140495,2025-06-05,214.91,Card,Completed
D737379,U111699,2026-03-10,458.22,Google Pay,Completed
D737380,U137485,2025-06-04,166.81,Bank Transfer,Completed
D737381,U121394,2025-08-23,408.95,Card,Completed
D737382,U138881,2026-08-30,160.9,Card,Completed
D737383,U117578,2025-11-17,610.76,Bank Transfer,Completed
D737384,U141314,2025-08-26,205.05,Google Pay,Completed
D737385,U131177,2026-03-14,491.96,Bank Transfer,Completed
D737386,U113483,2026-04-20,284.08,Card,Completed
D737387,U106521,2025-06-09,491.31,Bank Transfer,Completed
D737388,U105001,2026-02-22,108.82,Bank Transfer,Completed
D737389,U118471,2026-05-21,28.27,Apple Pay,Completed
D737390,U122930,2026-08-03,127.82,Card,Failed
D737391,U141937,2026-05-10,758.89,Bank Transfer,Completed
D737392,U122686,2026-04-19,206.35,Bank Transfer,Completed
D737393,U148792,2025-05-19,31.7,Bank Transfer,Completed
D737394,U140649,2025-09-23,66.31,Bank Transfer,Completed
D737395,U140145,2025-09-13,124.53,Bank Transfer,Completed
D737396,U124597,2025-07-01,242.27,Bank Transfer,Completed
D737397,U140156,2025-11-23,163.59,Bank Transfer,Completed
D737398,U103762,2026-06-25,162.55,Card,Completed
D737399,U113078,2025-10-05,894.05,Card,Completed
D737400,U140794,2025-12-08,499.09,Bank Transfer,Completed
D737401,U108650,2026-05-07,274.04,Bank Transfer,Completed
D737402,U134720,2026-06-12,883.92,Bank Transfer,Completed
D737403,U102816,2026-05-03,69.5,Bank Transfer,Completed
D737404,U109369,2026-05-12,382.77,Card,Completed
D737405,U118192,2026-08-13,477.12,Apple Pay,Completed
D737406,U127980,2025-10-24,759.36,Bank Transfer,Pending
D737407,U115489,2025-12-22,407.16,Bank Transfer,Completed
D737408,U121231,2025-11-18,384.89,Bank Transfer,Completed
D737409,U133744,2025-12-21,672.54,Card,Completed
D737410,U140087,2026-04-15,718.24,Card,Completed
D737411,U149025,2025-07-22,63.72,Apple Pay,Completed
D737412,U110117,2026-06-17,373.59,Google Pay,Pending
D737413,U118906,2026-07-04,332.5,Bank Transfer,Completed
D737414,U126299,2025-05-27,625.44,Card,Pending
D737415,U139618,2025-12-28,249.19,Card,Completed
D737416,U104408,2026-08-06,72.56,Bank Transfer,Completed
D737417,U105304,2026-02-14,254.71,Bank Transfer,Completed
D737418,U116761,2025-08-04,44.21,Card,Completed
D737419,U119558,2025-03-25,234.67,Bank Transfer,Completed
D737420,U147925,2025-10-26,57.27,Bank Transfer,Completed
D737421,U125683,2026-06-30,171.61,Card,Completed
D737422,U148104,2026-02-01,48.46,Apple Pay,Completed
D737423,U106026,2025-05-11,95.11,Card,Completed
D737424,U119267,2025-06-27,348.19,Card,Completed
D737425,U104205,2026-04-21,410.79,Bank Transfer,Completed
D737426,U140842,2025-09-20,432.41,Google Pay,Completed
D737427,U109177,2025-12-29,79.28,Google Pay,Completed
D737428,U116278,2026-08-31,359.47,Apple Pay,Completed
D737429,U135338,2026-03-21,600.44,Bank Transfer,Failed
D737430,U139605,2026-07-24,112.72,Google Pay,Completed
D737431,U122843,2026-08-10,255.48,Bank Transfer,Completed
D737432,U144853,2025-07-27,327.59,Apple Pay,Completed
D737433,U121992,2026-07-01,515.99,Card,Pending
D737434,U113883,2025-11-13,220.27,Google Pay,Completed
D737435,U129518,2025-05-16,147.57,Bank Transfer,Completed
D737436,U148873,2025-10-05,182.25,Bank Transfer,Completed
D737437,U147992,2026-04-16,247.99,Apple Pay,Pending
D737438,U106947,2025-10-10,540.64,Card,Completed
D737439,U100746,2026-02-08,94.02,Bank Transfer,Completed
D737440,U134243,2025-07-23,250.74,Google Pay,Completed
D737441,U130021,2026-01-07,616.65,Bank Transfer,Completed
D737442,U142923,2025-11-04,266.65,Google Pay,Completed
D737443,U136393,2026-08-12,372.14,Bank Transfer,Completed
D737444,U145162,2025-12-29,120.87,Card,Completed
D737445,U114298,2026-03-26,49.85,Bank Transfer,Completed
D737446,U129169,2025-08-09,1029.19,Bank Transfer,Completed
D737447,U120970,2026-07-30,75.64,Apple Pay,Completed
D737448,U119066,2026-05-07,433.36,Bank Transfer,Completed
D737449,U117798,2026-04-01,278.95,Bank Transfer,Completed
D737450,U126308,2025-09-09,717.86,Apple Pay,Pending
D737451,U107239,2025-06-03,332.97,Bank Transfer,Completed
D737452,U114401,2025-08-14,315.99,Google Pay,Completed
D737453,U145511,2025-12-25,23.17,Card,Completed
D737454,U103390,2026-01-29,526.41,Card,Completed
D737455,U138182,2025-01-16,1390.64,Bank Transfer,Completed
D737456,U130125,2025-12-20,28.99,Apple Pay,Completed
D737457,U132138,2025-07-11,802.59,Apple Pay,Completed
D737458,U148032,2026-03-03,591.42,Bank Transfer,Completed
D737459,U144589,2026-05-01,777.82,Bank Transfer,Completed
D737460,U116840,2025-05-29,210.83,Card,Completed
D737461,U125998,2026-08-13,221.1,Card,Completed
D737462,U102761,2025-07-10,54.32,Bank Transfer,Completed
D737463,U127204,2026-03-27,462.08,Bank Transfer,Completed
D737464,U142783,2025-08-19,261.99,Bank Transfer,Completed
D737465,U133220,2026-07-25,162.51,Card,Completed
D737466,U141964,2026-07-02,75.9,Bank Transfer,Completed
D737467,U146412,2025-05-03,146.56,Card,Completed
D737468,U124042,2025-09-18,261.72,Card,Completed
D737469,U116509,2025-11-27,105.75,Bank Transfer,Completed
D737470,U115461,2026-08-25,88.4,Card,Completed
D737471,U130124,2025-09-26,81.03,Bank Transfer,Completed
D737472,U147752,2026-02-08,220.88,Google Pay,Completed
D737473,U112282,2025-08-26,168.25,Card,Completed
D737474,U123575,2025-10-27,119.36,Card,Completed
D737475,U122243,2025-11-19,198.54,Bank Transfer,Completed
D737476,U138489,2025-07-19,136.37,Bank Transfer,Completed
D737477,U101647,2026-06-26,379.25,Bank Transfer,Completed
D737478,U102918,2025-07-03,176.06,Bank Transfer,Completed
D737479,U146244,2025-08-09,561.27,Card,Completed
D737480,U109742,2026-06-27,153.23,Bank Transfer,Completed
D737481,U131073,2025-08-27,1615.46,Card,Completed
D737482,U123322,2026-08-08,1044.77,Apple Pay,Completed
D737483,U146988,2026-04-13,345.75,Card,Completed
D737484,U149989,2025-10-14,1246.88,Card,Completed
D737485,U107035,2026-06-11,698.18,Bank Transfer,Completed
D737486,U129424,2025-12-26,745.08,Bank Transfer,Completed
D737487,U124750,2025-11-18,103.67,Bank Transfer,Completed
D737488,U119585,2026-08-30,514.76,Card,Pending
D737489,U134767,2026-03-19,273.21,Card,Completed
D737490,U103881,2026-04-07,52.94,Card,Failed
D737491,U142432,2026-04-17,236.08,Bank Transfer,Completed
D737492,U148236,2026-02-24,78.18,Bank Transfer,Completed
D737493,U109347,2025-09-05,296.92,Card,Completed
D737494,U134204,2026-07-15,203.49,Bank Transfer,Completed
D737495,U121060,2025-06-28,282.38,Bank Transfer,Completed
D737496,U100705,2025-09-19,160.17,Card,Completed
D737497,U122974,2025-11-12,720.3,Apple Pay,Completed
D737498,U101295,2025-11-03,154.16,Card,Completed
D737499,U148981,2025-01-10,269.08,Card,Completed
D737500,U104186,2025-10-10,91.37,Bank Transfer,Completed
D737501,U149021,2025-08-02,671.36,Card,Completed
D737502,U135181,2025-12-18,232.27,Google Pay,Completed
D737503,U109436,2026-06-05,129.38,Bank Transfer,Completed
D737504,U125213,2025-12-21,256.3,Bank Transfer,Completed
D737505,U116471,2026-02-23,105.78,Apple Pay,Completed
D737506,U115917,2026-05-19,86.11,Bank Transfer,Completed
D737507,U148707,2026-06-20,189.06,Bank Transfer,Completed
D737508,U102376,2026-06-23,1248.81,Bank Transfer,Completed
D737509,U134714,2025-09-30,61.34,Apple Pay,Completed
D737510,U125892,2026-03-08,44.19,Google Pay,Failed
D737511,U148373,2026-06-24,192.35,Card,Failed
D737512,U117162,2026-07-29,243.9,Bank Transfer,Completed
D737513,U143619,2026-06-07,160.35,Bank Transfer,Completed
D737514,U120785,2025-03-28,34.76,Bank Transfer,Failed
D737515,U115850,2025-09-10,1474.0,Card,Completed
D737516,U142034,2026-07-28,36.33,Bank Transfer,Failed
D737517,U113702,2026-03-10,306.59,Google Pay,Completed
D737518,U141555,2026-01-07,159.41,Google Pay,Failed
D737519,U100247,2026-08-19,256.64,Bank Transfer,Completed
D737520,U125659,2025-12-12,3500.18,Card,Completed
D737521,U119877,2025-03-09,38.87,Apple Pay,Completed
D737522,U105983,2025-03-13,110.47,Bank Transfer,Completed
D737523,U129281,2025-08-22,2204.74,Bank Transfer,Completed
D737524,U117584,2026-03-27,116.94,Card,Completed
D737525,U145803,2025-11-23,194.62,Bank Transfer,Completed
D737526,U119013,2026-05-09,326.37,Bank Transfer,Completed
D737527,U104643,2025-12-09,591.61,Card,Completed
D737528,U130745,2025-07-31,180.74,Google Pay,Completed
D737529,U145272,2026-03-07,383.69,Card,Completed
D737530,U133432,2025-11-01,746.54,Card,Completed
D737531,U108851,2025-02-28,29.07,Bank Transfer,Completed
D737532,U131217,2025-05-28,109.82,Bank Transfer,Completed
D737533,U102746,2026-02-17,38.15,Bank Transfer,Completed
D737534,U146539,2025-12-15,123.82,Bank Transfer,Completed
D737535,U111014,2026-01-13,162.03,Bank Transfer,Completed
D737536,U143641,2026-05-15,222.83,Apple Pay,Completed
D737537,U114064,2026-03-06,249.13,Google Pay,Completed
D737538,U141872,2025-08-28,960.91,Bank Transfer,Completed
D737539,U129176,2025-03-14,125.13,Apple Pay,Completed
D737540,U137914,2025-09-24,911.35,Google Pay,Completed
D737541,U124390,2025-12-24,333.49,Card,Completed
D737542,U140083,2026-03-09,370.2,Card,Completed
D737543,U105457,2026-05-12,1013.71,Bank Transfer,Completed
D737544,U149010,2025-10-16,148.3,Bank Transfer,Failed
D737545,U113991,2025-05-03,137.42,Bank Transfer,Completed
D737546,U104286,2025-07-19,48.84,Card,Completed
D737547,U141596,2026-06-22,385.56,Card,Completed
D737548,U107534,2026-02-27,390.57,Google Pay,Failed
D737549,U100462,2026-01-13,304.43,Google Pay,Completed
D737550,U125955,2025-11-26,1065.51,Google Pay,Completed
D737551,U137133,2025-08-22,161.89,Bank Transfer,Completed
D737552,U104579,2026-01-28,57.45,Apple Pay,Completed
D737553,U123286,2026-04-05,459.0,Apple Pay,Completed
D737554,U140849,2025-07-22,29.77,Card,Completed
D737555,U138314,2025-12-23,172.45,Card,Completed
D737556,U140022,2026-05-01,339.42,Bank Transfer,Completed
D737557,U125619,2025-03-22,49.1,Bank Transfer,Completed
D737558,U145518,2026-07-13,682.59,Bank Transfer,Completed
D737559,U107322,2026-08-28,99.32,Apple Pay,Completed
D737560,U146563,2026-07-20,51.82,Google Pay,Completed
D737561,U132005,2025-10-29,203.13,Bank Transfer,Failed
D737562,U130300,2026-07-01,182.9,Bank Transfer,Completed
D737563,U103535,2026-07-16,57.88,Bank Transfer,Completed
D737564,U129343,2025-10-26,341.54,Card,Completed
D737565,U123436,2025-01-24,115.73,Bank Transfer,Completed
D737566,U102313,2025-11-11,530.23,Google Pay,Completed
D737567,U147627,2026-08-24,314.4,Bank Transfer,Completed
D737568,U123555,2026-03-06,166.35,Bank Transfer,Completed
D737569,U123265,2026-03-18,52.05,Card,Completed
D737570,U142778,2026-06-01,461.4,Bank Transfer,Pending
D737571,U129749,2026-08-24,381.28,Bank Transfer,Pending
D737572,U137155,2025-10-06,652.1,Bank Transfer,Completed
D737573,U131023,2026-04-27,345.3,Card,Completed
D737574,U145901,2025-02-25,49.1,Google Pay,Completed
D737575,U146474,2025-07-22,304.52,Bank Transfer,Pending
D737576,U106728,2025-05-21,1146.64,Apple Pay,Completed
D737577,U113199,2026-06-05,267.96,Card,Completed
D737578,U142744,2025-11-29,924.71,Apple Pay,Failed
D737579,U136197,2026-02-24,121.09,Bank Transfer,Completed
D737580,U100839,2025-11-06,372.42,Card,Completed
D737581,U105696,2026-05-20,113.75,Card,Completed
D737582,U139797,2025-04-06,1022.31,Card,Pending
D737583,U116106,2026-04-15,315.15,Google Pay,Completed
D737584,U124461,2026-05-22,147.98,Apple Pay,Completed
D737585,U137811,2025-12-25,132.71,Card,Completed
D737586,U130432,2025-12-12,202.8,Bank Transfer,Completed
D737587,U130459,2026-06-08,54.39,Card,Completed
D737588,U127342,2026-01-11,43.07,Bank Transfer,Completed
D737589,U132053,2026-08-14,287.41,Bank Transfer,Completed
D737590,U112180,2025-04-13,343.31,Bank Transfer,Completed
D737591,U100335,2026-04-18,1224.05,Bank Transfer,Failed
D737592,U115834,2026-01-29,2549.72,Bank Transfer,Completed
D737593,U144401,2025-12-25,333.01,Bank Transfer,Completed
D737594,U106983,2026-07-23,74.66,Card,Completed
D737595,U149596,2026-07-11,242.7,Card,Completed
D737596,U111461,2026-07-16,342.68,Apple Pay,Completed
D737597,U148335,2026-08-11,67.18,Bank Transfer,Completed
D737598,U144866,2026-06-03,262.53,Bank Transfer,Completed
D737599,U146089,2026-06-26,171.8,Bank Transfer,Completed
D737600,U147803,2026-08-27,346.05,Bank Transfer,Completed
D737601,U132477,2026-02-06,259.22,Card,Completed
D737602,U135745,2026-06-29,643.87,Bank Transfer,Completed
D737603,U106815,2026-05-27,1858.35,Google Pay,Completed
D737604,U140449,2025-02-01,759.89,Bank Transfer,Completed
D737605,U135729,2025-04-22,78.8,Google Pay,Completed
D737606,U148714,2026-06-14,405.35,Card,Completed
D737607,U121373,2026-08-06,192.59,Google Pay,Completed
D737608,U104466,2025-12-02,103.04,Bank Transfer,Completed
D737609,U149430,2026-08-27,1068.03,Bank Transfer,Completed
D737610,U104197,2025-07-28,111.35,Bank Transfer,Completed
D737611,U143676,2025-07-18,74.74,Apple Pay,Completed
D737612,U120626,2026-04-28,158.74,Google Pay,Completed
D737613,U106532,2025-09-16,734.86,Card,Completed
D737614,U112939,2026-08-30,190.38,Card,Completed
D737615,U129201,2025-11-19,167.76,Bank Transfer,Completed
D737616,U137290,2026-04-13,68.21,Card,Completed
D737617,U131609,2026-03-29,832.53,Card,Completed
D737618,U104772,2025-03-24,14.69,Bank Transfer,Completed
D737619,U143448,2026-03-02,293.18,Bank Transfer,Completed
D737620,U131143,2026-02-12,258.48,Bank Transfer,Failed
D737621,U102339,2025-04-08,943.93,Bank Transfer,Completed
D737622,U103966,2026-02-10,383.85,Bank Transfer,Completed
D737623,U127974,2026-04-06,139.35,Card,Completed
D737624,U131468,2026-03-29,95.21,Bank Transfer,Completed
D737625,U120989,2026-06-14,396.77,Card,Pending
D737626,U104240,2026-01-08,391.66,Card,Completed
D737627,U143882,2026-03-28,271.11,Bank Transfer,Completed
D737628,U124168,2026-06-23,136.68,Google Pay,Completed
D737629,U108611,2026-06-25,231.29,Bank Transfer,Pending
D737630,U136000,2025-03-23,538.05,Card,Completed
D737631,U100940,2026-05-25,80.62,Card,Completed
D737632,U100472,2026-01-15,251.74,Bank Transfer,Completed
D737633,U131120,2025-12-14,328.96,Bank Transfer,Completed
D737634,U108468,2025-12-22,1183.67,Bank Transfer,Completed
D737635,U147021,2025-12-17,203.36,Bank Transfer,Completed
D737636,U149243,2026-07-09,146.97,Apple Pay,Completed
D737637,U109206,2025-10-19,645.88,Bank Transfer,Completed
D737638,U111903,2026-05-26,313.65,Google Pay,Completed
D737639,U106595,2025-09-22,87.32,Card,Completed
D737640,U138003,2025-12-25,548.79,Bank Transfer,Completed
D737641,U121353,2026-08-16,211.22,Bank Transfer,Completed
D737642,U134159,2025-12-24,245.27,Bank Transfer,Completed
D737643,U120573,2026-04-17,763.59,Card,Completed
D737644,U134106,2026-02-12,174.22,Card,Completed
D737645,U100722,2026-08-08,903.08,Bank Transfer,Completed
D737646,U145062,2025-06-14,133.79,Bank Transfer,Completed
D737647,U111133,2026-06-28,370.05,Bank Transfer,Completed
D737648,U140392,2025-03-25,759.19,Bank Transfer,Pending
D737649,U127600,2025-05-22,252.21,Card,Completed
D737650,U123250,2026-05-06,515.04,Bank Transfer,Completed
D737651,U101747,2026-03-14,389.82,Card,Completed
D737652,U129526,2026-01-31,169.21,Bank Transfer,Failed
D737653,U121210,2026-06-08,2638.69,Apple Pay,Pending
D737654,U101236,2026-08-13,881.18,Bank Transfer,Completed
D737655,U109849,2026-05-04,101.99,Card,Completed
D737656,U149139,2026-07-09,306.06,Google Pay,Completed
D737657,U135179,2026-04-14,188.94,Bank Transfer,Completed
D737658,U134688,2026-07-07,260.97,Bank Transfer,Completed
D737659,U111591,2025-12-04,642.2,Bank Transfer,Completed
D737660,U126419,2025-10-14,506.67,Bank Transfer,Completed
D737661,U124048,2026-02-25,1080.59,Google Pay,Completed
D737662,U114807,2026-07-30,233.41,Apple Pay,Completed
D737663,U102064,2025-05-25,133.75,Bank Transfer,Pending
D737664,U113182,2026-03-21,529.47,Google Pay,Completed
D737665,U133382,2026-08-09,260.51,Google Pay,Completed
D737666,U111414,2025-11-25,217.14,Card,Completed
D737667,U122736,2026-01-07,241.23,Google Pay,Completed
D737668,U141504,2025-12-22,173.96,Bank Transfer,Completed
D737669,U127927,2025-07-18,216.99,Bank Transfer,Completed
D737670,U121003,2025-12-10,252.15,Google Pay,Completed
D737671,U129629,2026-03-25,239.96,Bank Transfer,Completed
D737672,U140258,2025-08-16,117.01,Card,Completed
D737673,U129208,2026-04-07,155.59,Card,Completed
D737674,U112997,2026-07-15,610.04,Bank Transfer,Completed
D737675,U138339,2026-01-31,21.17,Card,Failed
D737676,U137315,2026-04-14,150.96,Bank Transfer,Completed
D737677,U149005,2025-12-03,34.21,Bank Transfer,Completed
D737678,U142393,2026-07-06,215.07,Google Pay,Completed
D737679,U113310,2026-04-08,29.8,Google Pay,Completed
D737680,U141899,2026-01-12,577.17,Card,Completed
D737681,U133165,2025-09-28,440.78,Card,Completed
D737682,U106295,2025-11-23,232.63,Card,Completed
D737683,U118801,2025-11-08,86.47,Apple Pay,Completed
D737684,U133272,2025-10-18,163.73,Card,Completed
D737685,U139461,2026-04-03,218.47,Bank Transfer,Completed
D737686,U122677,2026-08-10,1105.31,Bank Transfer,Completed
D737687,U105860,2026-04-03,144.64,Bank Transfer,Completed
D737688,U144684,2026-08-19,79.42,Card,Completed
D737689,U136334,2026-02-26,396.68,Card,Completed
D737690,U122428,2025-11-23,374.19,Bank Transfer,Completed
D737691,U103515,2025-07-22,1784.18,Apple Pay,Completed
D737692,U132956,2026-02-18,505.08,Bank Transfer,Completed
D737693,U134688,2026-03-19,223.84,Apple Pay,Completed
D737694,U147770,2025-12-22,2275.07,Google Pay,Completed
D737695,U122912,2025-10-16,2894.76,Apple Pay,Completed
D737696,U103160,2026-04-17,425.13,Card,Completed
D737697,U117325,2026-07-26,594.99,Apple Pay,Completed
D737698,U104130,2025-10-27,137.73,Apple Pay,Completed
D737699,U134613,2025-05-03,917.17,Card,Completed
D737700,U130710,2026-07-12,311.17,Card,Completed
D737701,U117183,2026-05-06,216.45,Bank Transfer,Completed
D737702,U107002,2026-02-11,68.18,Card,Completed
D737703,U138529,2026-02-28,107.69,Bank Transfer,Completed
D737704,U146629,2026-01-07,62.76,Bank Transfer,Completed
D737705,U117002,2026-07-02,914.62,Bank Transfer,Completed
D737706,U148656,2026-03-16,819.34,Card,Completed
D737707,U120122,2026-06-28,318.24,Bank Transfer,Completed
D737708,U103033,2025-09-16,70.9,Card,Completed
D737709,U130560,2025-11-19,180.11,Bank Transfer,Completed
D737710,U130568,2026-05-03,759.45,Bank Transfer,Completed
D737711,U123117,2026-05-15,27.61,Card,Completed
D737712,U127140,2026-05-22,160.69,Google Pay,Completed
D737713,U149826,2026-03-05,116.32,Bank Transfer,Completed
D737714,U144002,2025-06-03,1056.17,Google Pay,Pending
D737715,U134420,2026-08-03,850.12,Card,Completed
D737716,U135928,2026-01-24,109.49,Card,Completed
D737717,U133140,2026-02-01,231.07,Google Pay,Completed
D737718,U132470,2026-04-13,562.72,Apple Pay,Completed
D737719,U105101,2026-03-07,322.62,Card,Completed
D737720,U148421,2025-09-09,31.75,Bank Transfer,Completed
D737721,U139532,2025-07-21,220.63,Google Pay,Completed
D737722,U100588,2025-07-13,32.37,Bank Transfer,Completed
D737723,U110570,2026-03-18,128.54,Apple Pay,Completed
D737724,U135630,2026-01-12,137.26,Bank Transfer,Completed
D737725,U141298,2026-06-02,65.4,Bank Transfer,Completed
D737726,U139633,2026-04-17,94.38,Bank Transfer,Completed
D737727,U120879,2026-08-29,29.34,Card,Completed
D737728,U112463,2026-02-04,4047.44,Bank Transfer,Completed
D737729,U144795,2025-06-30,150.2,Bank Transfer,Completed
D737730,U104053,2025-07-20,65.81,Card,Completed
D737731,U141974,2025-10-15,836.95,Google Pay,Completed
D737732,U109944,2026-01-21,699.39,Bank Transfer,Completed
D737733,U107710,2026-06-20,248.62,Bank Transfer,Completed
D737734,U100350,2026-06-15,221.32,Card,Failed
D737735,U105291,2026-08-11,190.43,Bank Transfer,Pending
D737736,U120637,2025-10-25,305.76,Google Pay,Completed
D737737,U123843,2025-07-19,811.24,Bank Transfer,Completed
D737738,U145781,2026-01-29,776.13,Google Pay,Completed
D737739,U131033,2025-04-06,1178.15,Google Pay,Completed
D737740,U106981,2025-10-17,4515.09,Apple Pay,Pending
D737741,U111365,2026-05-16,1596.22,Card,Completed
D737742,U104382,2025-06-27,153.58,Card,Pending
D737743,U144954,2025-12-28,678.6,Google Pay,Completed
D737744,U133939,2026-05-07,118.78,Bank Transfer,Completed
D737745,U130768,2026-04-16,443.95,Bank Transfer,Failed
D737746,U118801,2025-07-08,246.55,Bank Transfer,Completed
D737747,U126216,2026-04-23,193.28,Bank Transfer,Completed
D737748,U101471,2025-11-06,62.76,Bank Transfer,Completed
D737749,U138750,2025-10-29,434.83,Bank Transfer,Completed
D737750,U128403,2025-09-30,417.58,Bank Transfer,Completed
D737751,U107444,2025-12-10,71.29,Card,Completed
D737752,U145289,2026-01-31,236.25,Bank Transfer,Completed
D737753,U140249,2026-05-15,3431.14,Card,Completed
D737754,U113855,2026-08-27,113.56,Bank Transfer,Completed
D737755,U145794,2026-05-05,89.03,Bank Transfer,Completed
D737756,U103871,2026-06-18,127.54,Apple Pay,Completed
D737757,U117589,2025-11-06,245.34,Google Pay,Completed
D737758,U100368,2026-01-19,177.59,Bank Transfer,Completed
D737759,U121644,2026-06-17,244.62,Bank Transfer,Completed
D737760,U111666,2026-02-13,1221.68,Bank Transfer,Completed
D737761,U145808,2026-08-15,215.63,Bank Transfer,Completed
D737762,U141975,2025-10-25,196.21,Bank Transfer,Completed
D737763,U104732,2025-10-13,912.44,Bank Transfer,Completed
D737764,U113046,2026-06-15,233.97,Card,Completed
D737765,U126405,2025-12-17,306.68,Card,Completed
D737766,U110772,2025-08-23,550.5,Google Pay,Completed
D737767,U112470,2026-06-17,335.5,Bank Transfer,Completed
D737768,U146312,2025-08-10,226.6,Google Pay,Completed
D737769,U104416,2026-08-28,63.76,Bank Transfer,Completed
D737770,U124977,2026-04-16,617.05,Bank Transfer,Completed
D737771,U141456,2025-08-02,151.73,Apple Pay,Completed
D737772,U145229,2025-11-15,202.7,Apple Pay,Completed
D737773,U126478,2026-01-09,88.21,Bank Transfer,Completed
D737774,U121156,2025-09-02,303.62,Card,Completed
D737775,U105651,2025-05-03,759.0,Apple Pay,Completed
D737776,U122051,2025-10-21,258.1,Bank Transfer,Completed
D737777,U103519,2026-04-02,392.15,Card,Completed
D737778,U118058,2025-08-30,255.84,Bank Transfer,Completed
D737779,U101925,2025-10-26,120.92,Card,Completed
D737780,U130977,2025-06-27,51.39,Bank Transfer,Completed
D737781,U142929,2025-06-15,67.92,Bank Transfer,Completed
D737782,U141432,2026-07-13,879.78,Bank Transfer,Completed
D737783,U100052,2026-05-18,818.34,Bank Transfer,Completed
D737784,U115174,2026-04-19,97.68,Bank Transfer,Completed
D737785,U138321,2026-06-22,83.11,Bank Transfer,Completed
D737786,U121115,2025-10-13,53.81,Card,Completed
D737787,U104558,2026-07-03,340.14,Bank Transfer,Pending
D737788,U133014,2026-07-07,453.29,Bank Transfer,Completed
D737789,U137660,2026-08-12,64.89,Card,Completed
D737790,U132678,2026-06-01,317.48,Bank Transfer,Completed
D737791,U100123,2025-04-20,416.1,Apple Pay,Completed
D737792,U127519,2026-06-06,208.17,Bank Transfer,Completed
D737793,U116802,2026-01-31,69.96,Apple Pay,Completed
D737794,U130644,2025-11-06,391.69,Apple Pay,Completed
D737795,U121733,2026-03-28,364.02,Bank Transfer,Completed
D737796,U103940,2026-07-01,175.51,Card,Completed
D737797,U117532,2025-09-13,210.07,Bank Transfer,Completed
D737798,U101299,2025-05-19,624.34,Bank Transfer,Completed
D737799,U129256,2025-08-09,53.44,Google Pay,Pending
D737800,U145116,2025-10-21,158.02,Bank Transfer,Completed
D737801,U129582,2026-08-15,175.37,Apple Pay,Completed
D737802,U106225,2025-04-02,346.69,Bank Transfer,Completed
D737803,U120975,2026-04-26,425.4,Bank Transfer,Completed
D737804,U139954,2025-05-21,61.99,Apple Pay,Completed
D737805,U143465,2025-12-06,136.48,Card,Completed
D737806,U133047,2026-04-26,336.98,Card,Completed
D737807,U131523,2025-11-19,412.52,Bank Transfer,Completed
