user_id,kyc_started_date,kyc_completed_date,kyc_status,rejection_reason
U123206,2025-01-30,2025-01-31,Completed,
U123207,2025-02-18,2025-02-21,Completed,
U123208,2025-07-02,,Rejected,Document quality
U123209,2026-01-08,2026-01-11,Completed,
U123210,2026-02-01,2026-02-07,Completed,
U123211,2026-08-14,2026-08-20,Completed,
U123212,2026-05-12,2026-05-15,Completed,
U123213,2026-03-08,2026-03-11,Completed,
U123214,2025-07-28,2025-08-01,Completed,
U123215,2025-02-07,,Rejected,Expired document
U123216,2026-08-06,2026-08-09,Completed,
U123217,2026-02-18,2026-02-23,Completed,
U123218,2026-01-02,2026-01-03,Completed,
U123219,2025-11-10,2025-11-13,Completed,
U123220,2025-10-07,2025-10-11,Completed,
U123221,2025-06-01,2025-06-07,Completed,
U123222,2025-08-18,2025-08-24,Completed,
U123223,2025-09-03,2025-09-08,Completed,
U123224,2025-01-13,2025-01-15,Completed,
U123225,2026-01-31,2026-02-05,Completed,
U123226,2025-02-18,,Rejected,Document quality
U123227,2025-07-26,2025-07-30,Completed,
U123228,2025-06-06,2025-06-12,Completed,
U123229,2025-01-26,,Pending,
U123230,2026-03-01,,Pending,
U123231,2025-09-24,2025-10-01,Completed,
U123232,2026-06-16,2026-06-17,Completed,
U123233,2026-08-12,,Pending,
U123234,2026-04-17,2026-04-17,Completed,
U123235,2025-09-13,2025-09-13,Completed,
U123236,2026-07-04,2026-07-10,Completed,
U123237,2025-05-29,2025-06-02,Completed,
U123238,2025-11-24,2025-11-30,Completed,
U123239,2025-12-08,2025-12-13,Completed,
U123240,2025-04-28,,Rejected,Document quality
U123241,2025-06-18,2025-06-19,Completed,
U123242,2026-07-04,,Pending,
U123243,2025-07-21,2025-07-21,Completed,
U123244,2026-01-10,,Rejected,Name mismatch
U123245,2026-08-05,2026-08-09,Completed,
U123246,2026-08-19,2026-08-19,Completed,
U123247,2026-07-18,2026-07-18,Completed,
U123248,2025-05-12,2025-05-17,Completed,
U123249,2026-02-22,2026-02-24,Completed,
U123250,2026-01-17,2026-01-23,Completed,
U123251,2025-01-01,2025-01-01,Completed,
U123252,2025-06-20,2025-06-27,Completed,
U123253,2025-01-20,2025-01-21,Completed,
U123254,2025-04-24,2025-05-01,Completed,
U123255,2026-01-03,2026-01-09,Completed,
U123256,2025-04-13,2025-04-13,Completed,
U123257,2026-08-17,2026-08-20,Completed,
U123258,2026-02-13,,Pending,
U123259,2026-05-26,2026-05-28,Completed,
U123260,2025-02-09,2025-02-13,Completed,
U123261,2026-07-03,2026-07-06,Completed,
U123262,2026-01-18,2026-01-21,Completed,
U123263,2026-06-01,2026-06-05,Completed,
U123264,2026-05-14,2026-05-19,Completed,
U123265,2025-10-09,2025-10-12,Completed,
U123266,2025-12-20,2025-12-20,Completed,
U123267,2025-12-01,2025-12-05,Completed,
U123268,2026-06-09,2026-06-12,Completed,
U123269,2025-10-12,2025-10-13,Completed,
U123270,2025-11-17,2025-11-24,Completed,
U123271,2026-02-19,2026-02-25,Completed,
U123272,2026-08-19,,Rejected,Name mismatch
U123273,2025-01-17,2025-01-22,Completed,
U123274,2025-02-28,2025-03-05,Completed,
U123275,2026-02-11,2026-02-18,Completed,
U123276,2025-12-12,2025-12-19,Completed,
U123277,2025-07-22,2025-07-23,Completed,
U123278,2025-10-21,2025-10-28,Completed,
U123279,2026-03-18,2026-03-20,Completed,
U123280,2025-03-19,2025-03-22,Completed,
U123281,2025-04-22,2025-04-22,Completed,
U123282,2026-06-23,,Rejected,Address verification
U123283,2026-01-10,2026-01-16,Completed,
U123284,2025-04-26,2025-04-28,Completed,
U123285,2025-05-24,2025-05-26,Completed,
U123286,2025-07-16,2025-07-18,Completed,
U123287,2026-06-27,2026-07-04,Completed,
U123288,2025-10-29,2025-10-29,Completed,
U123289,2025-03-21,2025-03-28,Completed,
U123290,2026-06-17,2026-06-22,Completed,
U123291,2025-04-14,2025-04-16,Completed,
U123292,2026-04-24,2026-04-24,Completed,
U123293,2026-04-17,2026-04-19,Completed,
U123294,2025-10-19,2025-10-20,Completed,
U123295,2025-05-05,2025-05-10,Completed,
U123296,2026-06-05,2026-06-09,Completed,
U123297,2025-01-23,2025-01-24,Completed,
U123298,2025-06-15,2025-06-18,Completed,
U123299,2026-05-24,2026-05-25,Completed,
U123300,2025-01-24,2025-01-26,Completed,
U123301,2026-04-12,2026-04-18,Completed,
U123302,2026-05-01,2026-05-03,Completed,
U123303,2026-05-17,2026-05-22,Completed,
U123304,2025-11-09,2025-11-12,Completed,
U123305,2026-08-21,,Pending,
U123306,2026-07-08,2026-07-08,Completed,
U123307,2025-07-26,2025-07-26,Completed,
U123308,2026-02-22,2026-02-28,Completed,
U123309,2025-05-23,2025-05-24,Completed,
U123310,2025-04-18,2025-04-19,Completed,
U123311,2026-06-16,2026-06-19,Completed,
U123312,2026-06-21,2026-06-27,Completed,
U123313,2026-08-01,,Rejected,Address verification
U123314,2025-10-21,2025-10-28,Completed,
U123315,2025-11-07,2025-11-07,Completed,
U123316,2026-01-20,2026-01-27,Completed,
U123317,2025-02-26,2025-03-05,Completed,
U123318,2026-08-11,2026-08-13,Completed,
U123319,2025-07-06,,Rejected,Address verification
U123320,2026-01-07,2026-01-14,Completed,
U123321,2025-01-15,2025-01-16,Completed,
U123322,2026-07-17,2026-07-19,Completed,
U123323,2025-06-09,2025-06-13,Completed,
U123324,2025-10-11,2025-10-13,Completed,
U123325,2026-07-20,2026-07-20,Completed,
U123326,2025-10-14,2025-10-15,Completed,
U123327,2025-01-12,2025-01-15,Completed,
U123328,2025-03-14,2025-03-16,Completed,
U123329,2025-04-10,2025-04-11,Completed,
U123330,2025-03-29,,Pending,
U123331,2025-04-15,2025-04-17,Completed,
U123332,2025-10-10,2025-10-16,Completed,
U123333,2025-10-16,2025-10-18,Completed,
U123334,2025-07-18,2025-07-22,Completed,
U123335,2026-01-30,2026-02-06,Completed,
U123336,2026-03-27,2026-04-01,Completed,
U123337,2026-01-04,2026-01-11,Completed,
U123338,2026-03-07,2026-03-12,Completed,
U123339,2025-04-08,2025-04-12,Completed,
U123340,2025-09-18,,Rejected,Name mismatch
U123341,2026-05-30,2026-06-02,Completed,
U123342,2025-05-04,2025-05-06,Completed,
U123343,2026-01-03,2026-01-06,Completed,
U123344,2025-12-02,2025-12-03,Completed,
U123345,2025-02-23,2025-02-27,Completed,
U123346,2026-02-02,,Rejected,Name mismatch
U123347,2025-11-18,,Rejected,Name mismatch
U123348,2025-10-07,2025-10-07,Completed,
U123349,2026-08-22,2026-08-25,Completed,
U123350,2025-07-17,2025-07-20,Completed,
U123351,2025-01-24,2025-01-27,Completed,
U123352,2026-02-03,2026-02-03,Completed,
U123353,2025-07-25,,Rejected,Document quality
U123354,2026-04-11,2026-04-12,Completed,
U123355,2025-06-01,,Rejected,Expired document
U123356,2025-06-12,2025-06-18,Completed,
U123357,2025-11-06,2025-11-08,Completed,
U123358,2026-05-20,2026-05-27,Completed,
U123359,2025-01-26,,Pending,
U123360,2025-03-07,2025-03-13,Completed,
U123361,2025-09-24,2025-09-26,Completed,
U123362,2026-04-18,,Pending,
U123363,2025-06-20,2025-06-20,Completed,
U123364,2025-06-03,2025-06-08,Completed,
U123365,2025-12-09,2025-12-16,Completed,
U123366,2026-02-20,2026-02-24,Completed,
U123367,2025-07-04,2025-07-10,Completed,
U123368,2025-07-14,2025-07-17,Completed,
U123369,2025-01-02,2025-01-07,Completed,
U123370,2025-08-03,2025-08-06,Completed,
U123371,2026-08-14,2026-08-15,Completed,
U123372,2026-05-01,2026-05-06,Completed,
U123373,2026-07-15,2026-07-19,Completed,
U123374,2025-02-05,2025-02-07,Completed,
U123375,2025-01-18,2025-01-23,Completed,
U123376,2025-11-18,2025-11-22,Completed,
U123377,2025-09-04,2025-09-04,Completed,
U123378,2025-01-21,2025-01-25,Completed,
U123379,2026-06-19,2026-06-24,Completed,
U123380,2025-03-22,2025-03-25,Completed,
U123381,2026-03-14,2026-03-21,Completed,
U123382,2025-01-12,,Rejected,Address verification
U123383,2025-10-17,2025-10-20,Completed,
U123384,2025-07-06,2025-07-11,Completed,
U123385,2026-06-12,2026-06-13,Completed,
U123386,2026-02-28,,Rejected,Address verification
U123387,2026-04-11,,Rejected,Address verification
U123388,2025-03-24,2025-03-26,Completed,
U123389,2026-07-21,2026-07-26,Completed,
U123390,2026-04-30,,Pending,
U123391,2025-11-21,,Rejected,Name mismatch
U123392,2026-02-26,2026-03-03,Completed,
U123393,2025-02-24,2025-03-01,Completed,
U123394,2025-01-27,,Rejected,Expired document
U123395,2026-06-30,2026-07-05,Completed,
U123396,2025-03-05,2025-03-11,Completed,
U123397,2025-06-24,2025-06-26,Completed,
U123398,2025-10-13,2025-10-19,Completed,
U123399,2025-04-29,2025-04-29,Completed,
U123400,2025-01-07,2025-01-09,Completed,
U123401,2025-03-09,2025-03-10,Completed,
U123402,2025-03-02,2025-03-05,Completed,
U123403,2026-05-18,2026-05-18,Completed,
U123404,2025-08-19,2025-08-26,Completed,
U123405,2025-04-10,,Pending,
U123406,2025-04-29,2025-04-30,Completed,
U123407,2025-03-14,2025-03-15,Completed,
U123408,2025-08-09,,Rejected,Document quality
U123409,2025-08-14,2025-08-20,Completed,
U123410,2026-05-20,2026-05-23,Completed,
U123411,2025-08-01,2025-08-07,Completed,
U123412,2026-07-31,,Pending,
U123413,2025-09-22,,Rejected,Address verification
U123414,2026-06-03,2026-06-04,Completed,
U123415,2025-09-07,2025-09-13,Completed,
U123416,2025-09-17,,Pending,
U123417,2025-03-07,,Pending,
U123418,2026-01-27,2026-01-29,Completed,
U123419,2026-06-25,2026-06-25,Completed,
U123420,2026-02-23,2026-02-23,Completed,
U123421,2025-02-22,2025-02-24,Completed,
U123422,2025-02-10,2025-02-12,Completed,
U123423,2025-11-06,,Rejected,Expired document
U123424,2025-02-24,,Rejected,Name mismatch
U123425,2026-08-31,2026-09-07,Completed,
U123426,2026-08-29,2026-08-30,Completed,
U123427,2026-03-31,2026-04-03,Completed,
U123428,2026-04-06,2026-04-07,Completed,
U123429,2026-05-04,2026-05-11,Completed,
U123430,2025-05-17,,Pending,
U123431,2026-01-10,2026-01-14,Completed,
U123432,2025-09-17,2025-09-17,Completed,
U123433,2026-02-03,2026-02-08,Completed,
U123434,2025-02-07,2025-02-11,Completed,
U123435,2025-05-29,2025-06-01,Completed,
U123436,2025-01-09,2025-01-09,Completed,
U123437,2025-09-09,,Rejected,Name mismatch
U123438,2026-07-26,,Pending,
U123439,2026-03-24,2026-03-27,Completed,
U123440,2025-09-22,2025-09-22,Completed,
U123441,2026-03-19,2026-03-22,Completed,
U123442,2025-09-20,2025-09-23,Completed,
U123443,2025-11-23,2025-11-23,Completed,
U123444,2026-06-14,2026-06-16,Completed,
U123445,2025-10-31,2025-10-31,Completed,
U123446,2026-05-01,2026-05-05,Completed,
U123447,2025-04-02,2025-04-02,Completed,
U123448,2025-06-15,2025-06-20,Completed,
U123449,2025-12-04,,Pending,
U123450,2025-11-14,2025-11-18,Completed,
U123451,2025-08-30,,Pending,
U123452,2025-03-27,2025-04-01,Completed,
U123453,2025-04-21,2025-04-27,Completed,
U123454,2025-06-29,2025-07-01,Completed,
U123455,2025-09-09,2025-09-12,Completed,
U123456,2026-07-23,2026-07-29,Completed,
U123457,2025-04-01,2025-04-02,Completed,
U123458,2025-12-07,2025-12-13,Completed,
U123459,2025-06-21,,Pending,
U123460,2025-05-23,2025-05-27,Completed,
U123461,2026-06-05,,Rejected,Expired document
U123462,2026-08-05,2026-08-12,Completed,
U123463,2025-07-04,,Pending,
U123464,2025-06-20,2025-06-26,Completed,
U123465,2025-12-30,2026-01-04,Completed,
U123466,2025-09-02,2025-09-09,Completed,
U123467,2025-05-21,2025-05-26,Completed,
U123468,2025-01-28,,Rejected,Address verification
U123469,2026-06-05,2026-06-12,Completed,
U123470,2026-02-02,,Rejected,Name mismatch
U123471,2025-12-03,2025-12-04,Completed,
U123472,2025-11-14,2025-11-21,Completed,
U123473,2026-07-20,2026-07-20,Completed,
U123474,2026-03-06,,Rejected,Expired document
U123475,2025-05-19,2025-05-26,Completed,
U123476,2025-09-24,2025-10-01,Completed,
U123477,2025-04-20,2025-04-21,Completed,
U123478,2026-07-16,2026-07-21,Completed,
U123479,2025-05-19,2025-05-21,Completed,
U123480,2025-02-19,2025-02-25,Completed,
U123481,2026-01-07,2026-01-07,Completed,
U123482,2025-01-06,2025-01-08,Completed,
U123483,2026-06-09,2026-06-15,Completed,
U123484,2026-06-15,2026-06-22,Completed,
U123485,2025-09-29,2025-10-01,Completed,
U123486,2025-03-08,,Pending,
U123487,2026-02-27,,Rejected,Document quality
U123488,2025-12-09,2025-12-11,Completed,
U123489,2026-05-17,2026-05-18,Completed,
U123490,2026-04-18,2026-04-24,Completed,
U123491,2025-12-01,2025-12-05,Completed,
U123492,2025-05-14,2025-05-18,Completed,
U123493,2026-06-16,2026-06-21,Completed,
U123494,2026-08-28,2026-08-31,Completed,
U123495,2026-03-14,2026-03-21,Completed,
U123496,2025-09-03,2025-09-09,Completed,
U123497,2026-04-10,2026-04-10,Completed,
U123498,2025-12-19,2025-12-26,Completed,
U123499,2025-01-18,2025-01-21,Completed,
U123500,2026-04-13,2026-04-16,Completed,
U123501,2026-01-02,2026-01-04,Completed,
U123502,2025-07-29,2025-08-03,Completed,
U123503,2026-06-09,2026-06-09,Completed,
U123504,2026-02-25,,Pending,
U123505,2025-05-13,2025-05-15,Completed,
U123506,2025-01-15,2025-01-16,Completed,
U123507,2025-02-15,2025-02-18,Completed,
U123508,2026-01-14,2026-01-16,Completed,
U123509,2025-10-25,2025-10-26,Completed,
U123510,2026-01-31,2026-02-06,Completed,
U123511,2025-04-16,2025-04-19,Completed,
U123512,2026-03-23,2026-03-30,Completed,
U123513,2025-03-03,2025-03-03,Completed,
U123514,2026-07-21,2026-07-22,Completed,
U123515,2026-02-16,2026-02-20,Completed,
U123516,2025-11-21,2025-11-25,Completed,
U123517,2025-05-12,2025-05-15,Completed,
U123518,2025-07-21,,Pending,
U123519,2025-02-09,2025-02-13,Completed,
U123520,2025-08-04,2025-08-09,Completed,
U123521,2026-08-13,2026-08-13,Completed,
U123522,2025-11-04,2025-11-04,Completed,
U123523,2026-07-24,2026-07-26,Completed,
U123524,2025-01-12,2025-01-14,Completed,
U123525,2025-03-25,2025-03-28,Completed,
U123526,2025-02-02,,Rejected,Document quality
U123527,2026-02-14,2026-02-16,Completed,
U123528,2025-03-31,2025-04-07,Completed,
U123529,2026-02-15,2026-02-22,Completed,
U123530,2026-07-18,2026-07-23,Completed,
U123531,2025-09-15,,Rejected,Address verification
U123532,2025-08-31,2025-09-07,Completed,
U123533,2026-03-29,2026-04-04,Completed,
U123534,2025-01-03,2025-01-03,Completed,
U123535,2026-08-26,2026-08-27,Completed,
U123536,2025-10-13,2025-10-14,Completed,
U123537,2026-08-25,2026-08-27,Completed,
U123538,2026-05-30,2026-06-01,Completed,
U123539,2025-05-01,2025-05-04,Completed,
U123540,2026-05-22,2026-05-29,Completed,
U123541,2025-03-25,,Rejected,Expired document
U123542,2025-08-08,2025-08-08,Completed,
U123543,2026-06-05,,Pending,
U123544,2026-04-12,,Rejected,Name mismatch
U123545,2026-06-03,2026-06-04,Completed,
U123546,2026-05-19,2026-05-19,Completed,
U123547,2025-02-27,2025-03-05,Completed,
U123548,2025-12-06,2025-12-09,Completed,
U123549,2026-05-28,2026-06-04,Completed,
U123550,2026-03-04,2026-03-05,Completed,
U123551,2026-07-16,2026-07-21,Completed,
U123552,2026-01-09,2026-01-16,Completed,
U123553,2026-02-16,2026-02-17,Completed,
U123554,2026-03-11,2026-03-12,Completed,
U123555,2025-07-17,2025-07-19,Completed,
U123556,2026-01-16,,Rejected,Address verification
U123557,2026-01-02,2026-01-04,Completed,
U123558,2026-02-09,2026-02-13,Completed,
U123559,2026-05-11,2026-05-14,Completed,
U123560,2025-03-08,2025-03-14,Completed,
U123561,2026-01-29,2026-01-29,Completed,
U123562,2025-03-27,2025-04-01,Completed,
U123563,2026-04-28,2026-05-05,Completed,
U123564,2025-08-20,2025-08-24,Completed,
U123565,2025-08-16,2025-08-22,Completed,
U123566,2025-04-23,2025-04-27,Completed,
U123567,2025-07-06,2025-07-12,Completed,
U123568,2026-05-27,2026-05-28,Completed,
U123569,2025-06-22,2025-06-25,Completed,
U123570,2026-06-08,2026-06-11,Completed,
U123571,2025-07-28,2025-07-29,Completed,
U123572,2026-06-24,2026-06-27,Completed,
U123573,2025-11-17,2025-11-24,Completed,
U123574,2025-06-09,2025-06-13,Completed,
U123575,2025-10-05,2025-10-08,Completed,
U123576,2025-05-29,2025-05-29,Completed,
U123577,2025-03-24,2025-03-27,Completed,
U123578,2026-02-24,2026-02-24,Completed,
U123579,2026-06-24,2026-06-26,Completed,
U123580,2026-08-07,2026-08-08,Completed,
U123581,2026-07-04,2026-07-11,Completed,
U123582,2026-01-28,2026-02-04,Completed,
U123583,2025-05-13,2025-05-14,Completed,
U123584,2026-08-28,2026-09-01,Completed,
U123585,2025-08-31,,Rejected,Document quality
U123586,2026-03-27,2026-03-30,Completed,
U123587,2025-07-20,2025-07-24,Completed,
U123588,2025-04-27,2025-05-04,Completed,
U123589,2025-08-11,2025-08-12,Completed,
U123590,2025-11-03,2025-11-05,Completed,
U123591,2025-09-02,2025-09-06,Completed,
U123592,2025-10-21,2025-10-22,Completed,
U123593,2025-10-29,2025-10-31,Completed,
U123594,2026-01-26,2026-02-02,Completed,
U123595,2026-08-14,,Rejected,Address verification
U123596,2025-07-28,2025-08-02,Completed,
U123597,2025-11-13,2025-11-16,Completed,
U123598,2025-01-27,2025-01-30,Completed,
U123599,2025-03-22,2025-03-22,Completed,
U123600,2025-05-12,2025-05-16,Completed,
U123601,2026-02-18,2026-02-24,Completed,
U123602,2025-05-21,2025-05-28,Completed,
U123603,2025-12-03,2025-12-03,Completed,
U123604,2026-07-04,2026-07-08,Completed,
U123605,2026-01-23,2026-01-28,Completed,
U123606,2026-07-28,2026-07-28,Completed,
U123607,2025-08-18,2025-08-24,Completed,
U123608,2026-02-28,2026-03-02,Completed,
U123609,2025-05-04,,Pending,
U123610,2025-03-30,2025-04-03,Completed,
U123611,2025-05-22,2025-05-28,Completed,
U123612,2025-02-20,2025-02-26,Completed,
U123613,2026-07-25,2026-07-30,Completed,
U123614,2026-02-11,2026-02-13,Completed,
U123615,2025-12-04,2025-12-10,Completed,
U123616,2026-01-03,2026-01-09,Completed,
U123617,2025-09-19,2025-09-19,Completed,
U123618,2026-01-26,2026-02-02,Completed,
U123619,2025-02-18,,Rejected,Address verification
U123620,2025-09-28,2025-09-30,Completed,
U123621,2025-11-08,2025-11-10,Completed,
U123622,2025-10-09,2025-10-15,Completed,
U123623,2026-04-24,2026-04-27,Completed,
U123624,2026-07-22,2026-07-26,Completed,
U123625,2025-05-25,2025-05-31,Completed,
U123626,2025-08-25,2025-08-27,Completed,
U123627,2025-05-20,2025-05-27,Completed,
U123628,2026-03-22,2026-03-24,Completed,
U123629,2025-12-20,2025-12-20,Completed,
U123630,2026-01-29,2026-02-05,Completed,
U123631,2025-10-04,,Rejected,Document quality
U123632,2026-01-19,2026-01-25,Completed,
U123633,2025-11-22,2025-11-27,Completed,
U123634,2025-07-02,,Pending,
U123635,2026-07-28,2026-08-03,Completed,
U123636,2026-03-16,2026-03-22,Completed,
U123637,2025-03-06,2025-03-06,Completed,
U123638,2025-02-04,2025-02-09,Completed,
U123639,2026-04-25,2026-04-27,Completed,
U123640,2025-03-30,2025-04-04,Completed,
U123641,2025-08-01,2025-08-05,Completed,
U123642,2026-04-08,2026-04-12,Completed,
U123643,2025-03-23,2025-03-25,Completed,
U123644,2025-11-21,2025-11-28,Completed,
U123645,2026-02-22,2026-02-25,Completed,
U123646,2025-07-09,2025-07-16,Completed,
U123647,2025-08-24,2025-08-27,Completed,
U123648,2026-01-28,2026-01-28,Completed,
U123649,2025-06-22,2025-06-29,Completed,
U123650,2026-03-19,2026-03-23,Completed,
U123651,2025-06-19,2025-06-25,Completed,
U123652,2025-08-20,2025-08-25,Completed,
U123653,2025-06-01,2025-06-04,Completed,
U123654,2026-07-07,,Pending,
U123655,2026-01-24,2026-01-27,Completed,
U123656,2026-01-16,2026-01-23,Completed,
U123657,2025-10-05,2025-10-05,Completed,
U123658,2025-03-04,,Rejected,Address verification
U123659,2026-04-14,2026-04-16,Completed,
U123660,2026-06-14,,Pending,
U123661,2025-06-03,,Rejected,Name mismatch
U123662,2025-05-22,2025-05-22,Completed,
U123663,2025-04-27,,Rejected,Document quality
U123664,2025-03-07,2025-03-10,Completed,
U123665,2026-03-09,2026-03-16,Completed,
U123666,2025-11-10,2025-11-11,Completed,
U123667,2026-03-06,2026-03-12,Completed,
U123668,2025-06-12,2025-06-14,Completed,
U123669,2025-11-03,2025-11-08,Completed,
U123670,2025-12-31,2025-12-31,Completed,
U123671,2025-10-08,2025-10-10,Completed,
U123672,2025-10-23,2025-10-29,Completed,
U123673,2026-07-06,2026-07-12,Completed,
U123674,2025-06-18,2025-06-22,Completed,
U123675,2026-04-04,2026-04-08,Completed,
U123676,2026-08-07,2026-08-12,Completed,
U123677,2025-01-10,2025-01-17,Completed,
U123678,2026-08-21,2026-08-27,Completed,
U123679,2025-05-14,2025-05-15,Completed,
U123680,2026-08-14,2026-08-18,Completed,
U123681,2025-12-13,2025-12-19,Completed,
U123682,2026-08-19,2026-08-26,Completed,
U123683,2025-09-11,,Rejected,Name mismatch
U123684,2026-02-18,2026-02-18,Completed,
U123685,2026-07-01,2026-07-01,Completed,
U123686,2025-12-25,2025-12-25,Completed,
U123687,2026-07-19,2026-07-22,Completed,
U123688,2026-01-03,2026-01-03,Completed,
U123689,2026-08-11,2026-08-16,Completed,
U123690,2026-05-28,2026-06-04,Completed,
U123691,2026-06-18,2026-06-25,Completed,
U123692,2026-06-14,2026-06-19,Completed,
U123693,2026-06-12,2026-06-12,Completed,
U123694,2026-02-10,2026-02-11,Completed,
U123695,2025-06-27,2025-07-02,Completed,
U123696,2025-03-20,2025-03-20,Completed,
U123697,2026-03-19,2026-03-26,Completed,
U123698,2026-07-04,,Rejected,Name mismatch
U123699,2025-08-20,,Rejected,Document quality
U123700,2026-02-08,2026-02-11,Completed,
U123701,2025-08-02,2025-08-05,Completed,
U123702,2025-07-12,2025-07-12,Completed,
U123703,2026-07-29,2026-08-05,Completed,
U123704,2025-09-27,2025-10-02,Completed,
U123705,2025-05-07,2025-05-09,Completed,
U123706,2026-01-18,2026-01-23,Completed,
U123707,2026-06-30,2026-07-05,Completed,
U123708,2026-05-19,2026-05-24,Completed,
U123709,2026-02-08,2026-02-14,Completed,
U123710,2025-09-19,2025-09-26,Completed,
U123711,2026-01-24,2026-01-24,Completed,
U123712,2026-02-17,2026-02-17,Completed,
U123713,2025-12-12,2025-12-12,Completed,
U123714,2025-04-08,2025-04-12,Completed,
U123715,2025-11-24,2025-11-27,Completed,
U123716,2025-04-13,2025-04-14,Completed,
U123717,2026-04-10,2026-04-10,Completed,
U123718,2025-11-15,2025-11-15,Completed,
U123719,2025-01-28,2025-02-03,Completed,
U123720,2026-05-11,2026-05-17,Completed,
U123721,2025-12-22,2025-12-26,Completed,
U123722,2025-04-29,2025-05-05,Completed,
U123723,2025-07-19,2025-07-21,Completed,
U123724,2025-10-07,2025-10-12,Completed,
U123725,2026-08-07,2026-08-08,Completed,
U123726,2025-03-20,2025-03-20,Completed,
U123727,2026-03-01,2026-03-07,Completed,
U123728,2025-12-23,2025-12-26,Completed,
U123729,2026-06-14,2026-06-14,Completed,
U123730,2026-06-29,2026-07-04,Completed,
U123731,2026-04-22,2026-04-27,Completed,
U123732,2025-01-13,2025-01-18,Completed,
U123733,2026-07-16,2026-07-17,Completed,
U123734,2026-05-20,2026-05-25,Completed,
U123735,2025-09-20,2025-09-22,Completed,
U123736,2026-06-11,,Pending,
U123737,2026-08-22,2026-08-26,Completed,
U123738,2025-01-10,2025-01-11,Completed,
U123739,2025-02-05,2025-02-08,Completed,
U123740,2025-06-26,2025-06-28,Completed,
U123741,2026-03-19,2026-03-23,Completed,
U123742,2026-08-02,2026-08-09,Completed,
U123743,2025-05-31,2025-06-04,Completed,
U123744,2026-07-24,2026-07-31,Completed,
U123745,2025-07-14,2025-07-14,Completed,
U123746,2025-01-16,2025-01-16,Completed,
U123747,2026-06-14,,Pending,
U123748,2025-09-03,,Pending,
U123749,2025-04-28,2025-05-05,Completed,
U123750,2025-08-24,2025-08-26,Completed,
U123751,2025-11-18,2025-11-20,Completed,
U123752,2026-06-25,2026-06-28,Completed,
U123753,2025-05-06,,Rejected,Address verification
U123754,2025-11-09,2025-11-13,Completed,
U123755,2026-05-26,2026-05-30,Completed,
U123756,2026-05-01,2026-05-06,Completed,
U123757,2025-10-09,2025-10-14,Completed,
U123758,2025-10-10,2025-10-15,Completed,
U123759,2026-01-31,2026-02-01,Completed,
U123760,2026-06-11,2026-06-17,Completed,
U123761,2026-01-19,2026-01-25,Completed,
U123762,2025-08-04,2025-08-10,Completed,
U123763,2026-06-27,2026-07-02,Completed,
U123764,2026-08-31,2026-09-06,Completed,
U123765,2025-04-28,2025-04-28,Completed,
U123766,2026-05-28,,Pending,
U123767,2026-05-16,2026-05-19,Completed,
U123768,2025-10-01,2025-10-05,Completed,
U123769,2026-03-20,2026-03-24,Completed,
U123770,2025-10-19,2025-10-22,Completed,
U123771,2025-02-12,2025-02-15,Completed,
U123772,2025-01-25,2025-01-28,Completed,
U123773,2025-02-12,2025-02-15,Completed,
U123774,2025-06-23,,Pending,
U123775,2025-12-08,2025-12-15,Completed,
U123776,2025-06-22,2025-06-22,Completed,
U123777,2026-06-23,2026-06-26,Completed,
U123778,2026-04-17,2026-04-18,Completed,
U123779,2025-05-27,2025-06-02,Completed,
U123780,2025-04-14,2025-04-18,Completed,
U123781,2026-08-02,2026-08-02,Completed,
U123782,2026-08-31,2026-09-01,Completed,
U123783,2026-04-21,2026-04-26,Completed,
U123784,2025-11-11,2025-11-13,Completed,
U123785,2026-08-10,,Rejected,Expired document
U123786,2025-03-01,2025-03-01,Completed,
U123787,2025-01-29,2025-01-30,Completed,
U123788,2026-06-18,2026-06-19,Completed,
U123789,2025-03-17,2025-03-22,Completed,
U123790,2026-02-02,2026-02-09,Completed,
U123791,2026-01-30,2026-02-05,Completed,
U123792,2026-04-27,2026-04-28,Completed,
U123793,2026-04-20,2026-04-21,Completed,
U123794,2025-11-13,2025-11-14,Completed,
U123795,2026-03-14,2026-03-16,Completed,
U123796,2025-11-20,2025-11-23,Completed,
U123797,2025-03-28,,Rejected,Document quality
U123798,2025-12-28,2025-12-28,Completed,
U123799,2025-07-17,2025-07-17,Completed,
U123800,2026-01-21,2026-01-27,Completed,
U123801,2025-04-29,2025-05-06,Completed,
U123802,2026-05-16,2026-05-20,Completed,
U123803,2026-04-07,2026-04-12,Completed,
U123804,2026-05-15,2026-05-22,Completed,
U123805,2026-08-19,2026-08-21,Completed,
U123806,2025-09-08,2025-09-11,Completed,
U123807,2025-08-26,2025-08-29,Completed,
U123808,2026-02-21,2026-02-25,Completed,
U123809,2026-04-14,2026-04-20,Completed,
U123810,2026-04-28,2026-05-02,Completed,
U123811,2026-01-02,2026-01-03,Completed,
U123812,2025-06-03,2025-06-04,Completed,
U123813,2025-10-01,,Pending,
U123814,2026-01-29,,Pending,
U123815,2026-07-02,2026-07-02,Completed,
U123816,2026-03-07,,Rejected,Address verification
U123817,2025-07-09,2025-07-15,Completed,
U123818,2025-09-13,,Rejected,Address verification
U123819,2026-02-01,2026-02-03,Completed,
U123820,2025-08-09,2025-08-11,Completed,
U123821,2026-08-18,2026-08-24,Completed,
U123822,2025-07-12,2025-07-12,Completed,
