user_id,signup_date,country,age_group,acquisition_channel,device_type,account_status
U129124,2026-08-18,Denmark,35-44,Social,iOS,Active
U129125,2025-12-23,Spain,25-34,Referral,Android,Inactive
U129126,2025-07-16,Spain,25-34,Social,Android,Active
U129127,2026-02-23,Poland,55+,Affiliate,Android,Active
U129128,2025-09-30,Spain,25-34,Organic,Android,Inactive
U129129,2026-05-17,Denmark,25-34,Social,iOS,Active
U129130,2025-02-04,Austria,25-34,Social,iOS,Active
U129131,2026-04-06,Denmark,35-44,Paid Search,Android,Active
U129132,2025-09-10,Netherlands,55+,Social,Android,Active
U129133,2026-05-27,France,45-54,Email,Android,Active
U129134,2025-02-17,United Kingdom,25-34,Direct,Android,Active
U129135,2025-07-04,Ireland,45-54,Paid Search,iOS,Active
U129136,2026-05-06,Switzerland,25-34,Social,Android,Active
U129137,2025-09-30,Spain,25-34,Organic,Web,Active
U129138,2026-06-11,Austria,25-34,Referral,iOS,Active
U129139,2025-05-08,Denmark,25-34,Email,Web,Suspended
U129140,2025-07-29,France,55+,Direct,iOS,Active
U129141,2025-05-22,United Kingdom,55+,Social,iOS,Active
U129142,2025-06-22,Italy,25-34,Email,Android,Active
U129143,2026-03-23,Germany,25-34,Organic,Android,Inactive
U129144,2025-04-29,Austria,55+,Affiliate,iOS,Inactive
U129145,2025-01-11,Denmark,45-54,Social,Android,Active
U129146,2025-10-31,Denmark,25-34,Direct,Web,Inactive
U129147,2025-06-03,United Kingdom,25-34,Paid Search,iOS,Active
U129148,2025-11-19,Sweden,45-54,Organic,iOS,Inactive
U129149,2026-06-21,France,18-24,Referral,iOS,Inactive
U129150,2026-03-21,Portugal,55+,Paid Search,Android,Active
U129151,2025-12-08,Ireland,18-24,Social,Android,Active
U129152,2025-08-09,India,45-54,Organic,Android,Active
U129153,2025-04-20,United Kingdom,18-24,Affiliate,Web,Active
U129154,2026-02-14,Germany,55+,Paid Search,iOS,Active
U129155,2026-02-22,France,18-24,Organic,Android,Active
U129156,2026-08-25,Portugal,55+,Paid Search,iOS,Active
U129157,2026-05-20,Spain,18-24,Organic,Android,Inactive
U129158,2025-02-09,Sweden,25-34,Paid Search,Android,Active
U129159,2026-05-24,Spain,55+,Organic,Web,Active
U129160,2026-04-04,United Kingdom,45-54,Organic,Android,Active
U129161,2025-09-20,Austria,45-54,Social,Android,Inactive
U129162,2025-04-28,Sweden,25-34,Paid Search,iOS,Active
U129163,2026-03-26,Italy,18-24,Organic,Android,Active
U129164,2026-02-18,Belgium,25-34,Organic,iOS,Active
U129165,2026-06-10,Switzerland,55+,Referral,Web,Active
U129166,2026-04-06,Portugal,25-34,Referral,iOS,Active
U129167,2025-04-28,Switzerland,45-54,Organic,iOS,Active
U129168,2025-08-05,Denmark,35-44,Organic,iOS,Inactive
U129169,2025-03-18,Portugal,25-34,Paid Search,Android,Active
U129170,2026-02-25,Sweden,45-54,Paid Search,iOS,Inactive
U129171,2025-06-21,Germany,35-44,Paid Search,iOS,Active
U129172,2026-01-25,Ireland,35-44,Referral,iOS,Active
U129173,2025-01-26,Poland,45-54,Paid Search,Web,Active
U129174,2025-05-08,Ireland,25-34,Paid Search,iOS,Active
U129175,2026-01-09,Austria,25-34,Organic,Android,Active
U129176,2025-01-24,India,45-54,Referral,Web,Active
U129177,2026-04-15,Germany,45-54,Organic,Android,Suspended
U129178,2026-02-27,France,35-44,Paid Search,iOS,Active
U129179,2025-06-26,United Kingdom,55+,Affiliate,Android,Active
U129180,2026-06-22,United Kingdom,45-54,Direct,iOS,Active
U129181,2025-09-23,India,45-54,Organic,Web,Active
U129182,2026-07-24,India,25-34,Social,Android,Active
U129183,2025-09-27,Germany,25-34,Affiliate,iOS,Inactive
U129184,2025-11-25,Ireland,25-34,Social,Android,Active
U129185,2026-03-31,Switzerland,18-24,Email,iOS,Active
U129186,2025-10-22,Belgium,35-44,Referral,iOS,Active
U129187,2025-05-02,Germany,25-34,Referral,iOS,Active
U129188,2025-06-08,Switzerland,35-44,Organic,Android,Inactive
U129189,2025-06-27,France,35-44,Paid Search,Android,Inactive
U129190,2025-11-24,Spain,18-24,Organic,Web,Active
U129191,2025-11-03,India,18-24,Affiliate,iOS,Active
U129192,2025-03-30,Denmark,25-34,Referral,Android,Inactive
U129193,2025-02-07,Austria,35-44,Organic,Android,Inactive
U129194,2026-08-14,Denmark,25-34,Organic,Android,Inactive
U129195,2025-12-12,Netherlands,55+,Social,Android,Active
U129196,2025-09-09,Ireland,25-34,Social,Android,Inactive
U129197,2025-05-29,Spain,25-34,Email,iOS,Active
U129198,2025-01-16,Poland,25-34,Social,iOS,Inactive
U129199,2026-01-02,Switzerland,25-34,Organic,Android,Inactive
U129200,2025-04-28,Poland,25-34,Organic,Android,Active
U129201,2025-11-13,Austria,25-34,Affiliate,Android,Active
U129202,2025-10-15,India,35-44,Direct,Android,Active
U129203,2025-12-17,Belgium,25-34,Paid Search,iOS,Active
U129204,2025-10-24,France,35-44,Social,Web,Active
U129205,2025-07-13,Netherlands,25-34,Social,iOS,Suspended
U129206,2026-01-27,Denmark,25-34,Social,iOS,Active
U129207,2026-03-19,India,25-34,Affiliate,Android,Active
U129208,2025-10-08,Spain,25-34,Direct,Android,Active
U129209,2025-10-28,Belgium,55+,Paid Search,Android,Inactive
U129210,2026-03-02,Portugal,18-24,Paid Search,iOS,Active
U129211,2025-09-07,Belgium,45-54,Organic,iOS,Active
U129212,2026-05-30,Austria,25-34,Direct,Android,Active
U129213,2026-02-10,Spain,25-34,Organic,Android,Active
U129214,2025-09-01,Italy,45-54,Direct,Android,Active
U129215,2026-01-02,Sweden,25-34,Referral,iOS,Inactive
U129216,2025-04-30,Poland,35-44,Organic,Android,Active
U129217,2026-03-16,Portugal,25-34,Social,Android,Inactive
U129218,2026-05-19,France,25-34,Paid Search,iOS,Inactive
U129219,2026-08-05,Germany,35-44,Social,Android,Active
U129220,2026-03-09,Switzerland,45-54,Paid Search,iOS,Active
U129221,2025-07-02,Austria,45-54,Referral,Android,Inactive
U129222,2026-04-06,Germany,35-44,Direct,iOS,Active
U129223,2025-04-28,Spain,35-44,Paid Search,iOS,Suspended
U129224,2025-01-31,Sweden,45-54,Organic,Android,Active
U129225,2025-05-29,Denmark,35-44,Organic,iOS,Active
U129226,2026-06-12,Spain,25-34,Affiliate,Web,Inactive
U129227,2025-09-30,Switzerland,35-44,Paid Search,Android,Suspended
U129228,2026-01-20,United Kingdom,35-44,Organic,Android,Active
U129229,2025-04-12,Germany,18-24,Email,Android,Active
U129230,2025-03-13,Spain,35-44,Organic,Android,Inactive
U129231,2026-02-12,Portugal,45-54,Email,Android,Inactive
U129232,2025-12-13,Belgium,25-34,Referral,iOS,Active
U129233,2026-01-02,India,25-34,Organic,iOS,Active
U129234,2026-07-03,Poland,35-44,Referral,iOS,Active
U129235,2025-10-18,Netherlands,25-34,Paid Search,Android,Inactive
U129236,2026-02-26,Germany,35-44,Social,Android,Active
U129237,2025-06-30,Sweden,35-44,Organic,Web,Active
U129238,2025-04-24,Poland,35-44,Referral,iOS,Inactive
U129239,2025-08-26,Denmark,25-34,Paid Search,Android,Suspended
U129240,2025-04-04,Spain,45-54,Organic,iOS,Active
U129241,2025-09-17,France,25-34,Direct,Android,Active
U129242,2025-04-17,Germany,18-24,Paid Search,iOS,Active
U129243,2025-09-01,Poland,45-54,Paid Search,iOS,Active
U129244,2026-02-27,Switzerland,18-24,Paid Search,iOS,Active
U129245,2025-12-01,United Kingdom,35-44,Email,Android,Active
U129246,2025-01-23,Ireland,35-44,Direct,iOS,Active
U129247,2025-09-28,Spain,25-34,Email,iOS,Active
U129248,2025-05-20,Belgium,25-34,Social,Android,Active
U129249,2026-04-11,Austria,35-44,Paid Search,iOS,Active
U129250,2026-03-30,Netherlands,25-34,Paid Search,Android,Active
U129251,2026-01-19,Belgium,25-34,Direct,Android,Active
U129252,2026-08-17,Sweden,25-34,Paid Search,iOS,Active
U129253,2026-01-12,Sweden,35-44,Organic,Android,Active
U129254,2026-03-14,Netherlands,25-34,Referral,iOS,Active
U129255,2026-02-26,United Kingdom,25-34,Social,Android,Active
U129256,2025-06-05,Italy,25-34,Paid Search,Android,Inactive
U129257,2025-12-01,Austria,35-44,Organic,iOS,Active
U129258,2026-06-15,Poland,25-34,Referral,Android,Active
U129259,2026-08-04,France,25-34,Affiliate,Android,Active
U129260,2025-05-12,France,55+,Paid Search,iOS,Active
U129261,2026-05-16,Netherlands,25-34,Affiliate,Android,Active
U129262,2026-06-06,Poland,18-24,Organic,Web,Active
U129263,2025-05-20,Spain,25-34,Paid Search,iOS,Inactive
U129264,2025-05-15,Netherlands,18-24,Direct,Web,Active
U129265,2026-02-11,France,18-24,Affiliate,Web,Active
U129266,2025-04-04,France,18-24,Organic,Android,Active
U129267,2025-08-29,Germany,25-34,Direct,iOS,Active
U129268,2025-06-14,France,18-24,Paid Search,iOS,Inactive
U129269,2025-11-21,Sweden,25-34,Organic,Android,Active
U129270,2025-08-06,United Kingdom,35-44,Paid Search,Web,Suspended
U129271,2025-08-19,Ireland,25-34,Social,Android,Active
U129272,2026-08-05,Austria,35-44,Organic,Android,Active
U129273,2026-08-09,France,25-34,Social,Android,Active
U129274,2025-06-28,Switzerland,45-54,Email,iOS,Suspended
U129275,2025-03-21,United Kingdom,35-44,Referral,Web,Inactive
U129276,2025-12-20,Poland,45-54,Email,iOS,Active
U129277,2025-06-10,Netherlands,35-44,Paid Search,Web,Active
U129278,2026-03-03,Netherlands,45-54,Social,Web,Active
U129279,2026-02-07,Ireland,35-44,Organic,iOS,Active
U129280,2025-02-01,United Kingdom,35-44,Referral,iOS,Active
U129281,2025-05-01,Belgium,35-44,Organic,Android,Active
U129282,2026-05-30,India,25-34,Organic,iOS,Active
U129283,2026-01-20,United Kingdom,25-34,Organic,Android,Inactive
U129284,2026-03-01,India,45-54,Referral,Android,Active
U129285,2026-04-21,Denmark,18-24,Social,Android,Inactive
U129286,2026-07-14,Denmark,35-44,Paid Search,Web,Inactive
U129287,2025-06-16,France,55+,Organic,iOS,Active
U129288,2026-01-24,Denmark,25-34,Organic,Web,Inactive
U129289,2025-11-29,Austria,35-44,Paid Search,Android,Active
U129290,2026-06-07,Germany,55+,Paid Search,iOS,Active
U129291,2026-04-16,Netherlands,35-44,Paid Search,Android,Inactive
U129292,2026-06-08,Belgium,35-44,Affiliate,Android,Active
U129293,2025-02-22,Portugal,25-34,Referral,iOS,Active
U129294,2026-07-21,Netherlands,25-34,Paid Search,Android,Active
U129295,2025-01-21,Poland,35-44,Social,Web,Active
U129296,2025-01-19,Netherlands,45-54,Referral,iOS,Suspended
U129297,2026-04-01,Netherlands,55+,Social,Android,Active
U129298,2025-11-18,Denmark,35-44,Organic,Android,Active
U129299,2026-03-09,Portugal,45-54,Social,iOS,Active
U129300,2025-02-28,Poland,35-44,Paid Search,Android,Active
U129301,2025-05-31,France,25-34,Organic,iOS,Active
U129302,2026-03-16,United Kingdom,25-34,Organic,iOS,Inactive
U129303,2025-02-27,Belgium,35-44,Affiliate,iOS,Active
U129304,2026-07-28,Ireland,25-34,Paid Search,Android,Active
U129305,2025-10-20,Portugal,45-54,Affiliate,Web,Active
U129306,2025-07-01,France,25-34,Organic,iOS,Active
U129307,2026-08-30,Sweden,25-34,Social,Android,Suspended
U129308,2025-03-19,United Kingdom,45-54,Referral,Android,Active
U129309,2025-04-15,Portugal,25-34,Email,iOS,Active
U129310,2025-09-18,Germany,18-24,Social,iOS,Active
U129311,2026-08-30,Netherlands,25-34,Referral,iOS,Inactive
U129312,2025-08-11,Netherlands,25-34,Direct,iOS,Active
U129313,2026-04-29,Belgium,55+,Organic,iOS,Inactive
U129314,2025-05-09,Belgium,35-44,Social,Android,Inactive
U129315,2025-11-15,Spain,35-44,Organic,Android,Suspended
U129316,2026-05-24,Germany,45-54,Affiliate,Web,Active
U129317,2025-01-20,India,25-34,Paid Search,Android,Active
U129318,2025-08-23,Sweden,35-44,Social,iOS,Suspended
U129319,2026-08-20,United Kingdom,25-34,Social,Android,Active
U129320,2026-08-29,Germany,18-24,Organic,Android,Inactive
U129321,2026-07-08,Austria,25-34,Organic,Android,Inactive
U129322,2025-12-16,United Kingdom,55+,Organic,iOS,Active
U129323,2026-03-29,United Kingdom,25-34,Referral,iOS,Inactive
U129324,2026-08-09,Italy,25-34,Referral,iOS,Inactive
U129325,2026-05-24,Belgium,45-54,Affiliate,iOS,Suspended
U129326,2026-02-27,Switzerland,25-34,Paid Search,Web,Active
U129327,2025-07-09,Denmark,35-44,Social,iOS,Inactive
U129328,2025-05-05,Netherlands,25-34,Referral,Web,Inactive
U129329,2025-01-06,Belgium,45-54,Social,Android,Active
U129330,2026-04-03,Italy,18-24,Affiliate,iOS,Active
U129331,2026-07-08,Spain,25-34,Social,iOS,Active
U129332,2026-07-24,Spain,25-34,Paid Search,Android,Inactive
U129333,2026-06-06,Poland,25-34,Paid Search,Android,Active
U129334,2025-03-30,Spain,25-34,Affiliate,iOS,Active
U129335,2025-04-21,France,25-34,Organic,iOS,Active
U129336,2026-07-05,United Kingdom,45-54,Paid Search,Web,Active
U129337,2026-02-01,France,35-44,Affiliate,iOS,Active
U129338,2025-01-11,Denmark,45-54,Social,Web,Active
U129339,2026-05-12,Germany,25-34,Referral,iOS,Active
U129340,2025-01-16,Sweden,45-54,Direct,Android,Inactive
U129341,2025-02-02,Poland,25-34,Organic,Android,Inactive
U129342,2026-05-04,Germany,55+,Social,Android,Active
U129343,2025-07-07,Italy,35-44,Organic,Web,Active
U129344,2026-07-25,Switzerland,35-44,Social,Android,Inactive
U129345,2026-04-03,Italy,55+,Organic,Android,Active
U129346,2025-02-20,United Kingdom,25-34,Paid Search,Android,Active
U129347,2025-09-28,India,35-44,Organic,iOS,Active
U129348,2026-04-09,Denmark,25-34,Organic,iOS,Active
U129349,2025-02-12,India,35-44,Organic,iOS,Active
U129350,2026-06-23,Netherlands,25-34,Direct,iOS,Active
U129351,2026-07-22,United Kingdom,25-34,Affiliate,Android,Inactive
U129352,2025-05-01,Germany,25-34,Email,Android,Active
U129353,2025-11-12,Portugal,45-54,Affiliate,iOS,Active
U129354,2025-04-25,Portugal,55+,Organic,Android,Active
U129355,2026-03-30,Austria,35-44,Organic,iOS,Inactive
U129356,2026-06-04,India,45-54,Paid Search,Android,Inactive
U129357,2025-12-03,Denmark,25-34,Paid Search,Android,Active
U129358,2025-08-28,United Kingdom,25-34,Organic,Web,Active
U129359,2026-01-21,United Kingdom,35-44,Referral,Android,Active
U129360,2025-05-25,Italy,35-44,Social,Android,Active
U129361,2026-01-12,Portugal,25-34,Social,Android,Active
U129362,2025-01-04,Belgium,55+,Affiliate,Android,Active
U129363,2025-11-24,Denmark,25-34,Affiliate,iOS,Active
U129364,2025-07-16,Spain,45-54,Paid Search,iOS,Inactive
U129365,2026-01-24,Netherlands,25-34,Organic,iOS,Inactive
U129366,2025-09-18,Ireland,25-34,Paid Search,iOS,Active
U129367,2026-08-26,Portugal,35-44,Organic,iOS,Active
U129368,2025-04-04,Spain,25-34,Direct,iOS,Active
U129369,2025-09-14,India,55+,Referral,Android,Active
U129370,2025-05-16,Italy,35-44,Paid Search,iOS,Active
U129371,2026-06-09,Portugal,35-44,Direct,Android,Inactive
U129372,2026-05-13,Sweden,35-44,Organic,iOS,Inactive
U129373,2025-06-27,Denmark,25-34,Direct,Web,Active
U129374,2025-04-22,Switzerland,45-54,Organic,iOS,Active
U129375,2025-09-21,Denmark,18-24,Paid Search,iOS,Active
U129376,2026-02-18,Netherlands,25-34,Direct,iOS,Active
U129377,2026-01-04,Belgium,45-54,Social,Web,Active
U129378,2026-08-14,Netherlands,18-24,Paid Search,Android,Active
U129379,2026-01-13,Sweden,25-34,Email,Web,Active
U129380,2026-08-09,Belgium,55+,Email,Android,Active
U129381,2026-01-18,Portugal,55+,Email,iOS,Active
U129382,2026-05-26,India,25-34,Organic,Android,Active
U129383,2026-01-12,Belgium,45-54,Social,Android,Suspended
U129384,2026-06-29,Ireland,35-44,Affiliate,Android,Active
U129385,2025-03-14,Sweden,35-44,Paid Search,iOS,Active
U129386,2026-05-19,Belgium,45-54,Social,Android,Active
U129387,2025-12-18,Portugal,35-44,Paid Search,iOS,Inactive
U129388,2025-11-21,Belgium,18-24,Organic,Android,Active
U129389,2026-01-23,Sweden,45-54,Social,Android,Active
U129390,2025-08-28,Austria,25-34,Direct,iOS,Active
U129391,2025-03-15,Austria,35-44,Organic,iOS,Active
U129392,2025-01-31,United Kingdom,45-54,Social,iOS,Inactive
U129393,2026-04-24,Italy,45-54,Paid Search,iOS,Active
U129394,2025-01-14,Germany,55+,Affiliate,iOS,Active
U129395,2025-11-12,Denmark,55+,Affiliate,iOS,Active
U129396,2025-03-09,Austria,35-44,Affiliate,iOS,Active
U129397,2026-06-22,Portugal,35-44,Social,iOS,Active
U129398,2025-10-18,India,18-24,Paid Search,Web,Active
U129399,2025-01-24,Belgium,18-24,Social,iOS,Active
U129400,2026-02-19,Germany,25-34,Affiliate,Web,Active
U129401,2025-02-05,Belgium,45-54,Referral,iOS,Inactive
U129402,2025-04-11,Denmark,35-44,Organic,Android,Inactive
U129403,2026-06-30,Austria,25-34,Social,iOS,Active
U129404,2025-02-08,Austria,25-34,Organic,iOS,Active
U129405,2025-07-30,Switzerland,25-34,Affiliate,Android,Active
U129406,2026-08-15,Germany,55+,Paid Search,iOS,Active
U129407,2025-06-21,Austria,18-24,Paid Search,Android,Active
U129408,2026-03-18,Poland,25-34,Direct,Android,Inactive
U129409,2025-02-28,Ireland,18-24,Paid Search,iOS,Active
U129410,2026-02-14,Portugal,25-34,Referral,iOS,Active
U129411,2026-06-18,Netherlands,55+,Affiliate,iOS,Active
U129412,2025-12-31,Sweden,25-34,Social,Web,Inactive
U129413,2026-01-02,Austria,18-24,Social,Android,Active
U129414,2025-12-10,Belgium,18-24,Direct,iOS,Active
U129415,2025-10-23,Portugal,35-44,Organic,iOS,Active
U129416,2025-12-07,Sweden,18-24,Social,Android,Active
U129417,2026-08-29,Spain,25-34,Paid Search,iOS,Active
U129418,2026-06-07,India,55+,Paid Search,Web,Active
U129419,2025-09-22,United Kingdom,18-24,Organic,iOS,Inactive
U129420,2026-06-08,Italy,55+,Social,iOS,Active
U129421,2025-02-07,United Kingdom,25-34,Referral,Android,Active
U129422,2025-05-11,Italy,25-34,Social,Web,Active
U129423,2026-01-17,Italy,35-44,Organic,iOS,Active
U129424,2025-08-13,France,25-34,Organic,iOS,Inactive
U129425,2025-05-23,Ireland,18-24,Paid Search,Android,Inactive
U129426,2026-03-07,Ireland,35-44,Referral,Web,Active
U129427,2026-01-24,Austria,25-34,Referral,iOS,Inactive
U129428,2025-02-23,Portugal,45-54,Referral,Web,Active
U129429,2025-01-24,India,25-34,Social,Android,Active
U129430,2026-01-30,Austria,35-44,Email,Android,Active
U129431,2025-04-29,Sweden,25-34,Organic,iOS,Active
U129432,2026-08-09,Denmark,25-34,Email,Android,Active
U129433,2025-07-04,United Kingdom,55+,Referral,iOS,Inactive
U129434,2025-07-11,Ireland,35-44,Paid Search,Android,Active
U129435,2026-05-02,Portugal,45-54,Affiliate,iOS,Active
U129436,2026-01-19,United Kingdom,25-34,Referral,Android,Active
U129437,2025-12-12,United Kingdom,25-34,Social,iOS,Active
U129438,2026-04-18,Belgium,25-34,Referral,iOS,Active
U129439,2025-01-03,Portugal,35-44,Paid Search,Android,Active
U129440,2025-02-19,Spain,25-34,Paid Search,iOS,Active
U129441,2026-05-19,Italy,25-34,Organic,Android,Inactive
U129442,2025-07-30,Spain,25-34,Paid Search,iOS,Active
U129443,2026-06-12,India,35-44,Paid Search,Android,Inactive
U129444,2025-10-10,United Kingdom,25-34,Organic,Android,Inactive
U129445,2026-01-14,Denmark,25-34,Social,Android,Active
U129446,2025-11-22,Poland,18-24,Affiliate,Android,Active
U129447,2025-10-25,Germany,25-34,Affiliate,Android,Inactive
U129448,2025-05-18,Spain,35-44,Organic,Android,Inactive
U129449,2025-05-05,Netherlands,45-54,Referral,Android,Inactive
U129450,2026-01-27,Poland,25-34,Email,Android,Suspended
U129451,2026-02-06,Belgium,25-34,Organic,iOS,Active
U129452,2026-04-25,Belgium,35-44,Referral,Android,Active
U129453,2026-02-05,Ireland,18-24,Direct,iOS,Inactive
U129454,2026-07-24,Sweden,25-34,Referral,Android,Active
U129455,2025-12-28,India,25-34,Organic,Android,Active
U129456,2025-03-07,Switzerland,25-34,Paid Search,Android,Inactive
U129457,2026-03-04,Poland,25-34,Organic,Android,Active
U129458,2026-06-05,Poland,18-24,Referral,Android,Active
U129459,2026-03-08,United Kingdom,45-54,Direct,iOS,Active
U129460,2025-04-15,Portugal,25-34,Referral,iOS,Active
U129461,2025-03-30,Portugal,25-34,Social,Android,Inactive
U129462,2026-08-24,Belgium,25-34,Paid Search,iOS,Active
U129463,2025-01-06,Denmark,25-34,Paid Search,Web,Inactive
U129464,2025-06-07,Germany,45-54,Organic,Web,Active
U129465,2026-01-14,Spain,25-34,Paid Search,Android,Inactive
U129466,2025-11-26,Spain,25-34,Organic,Android,Inactive
U129467,2025-04-13,Austria,35-44,Referral,Android,Active
U129468,2025-08-11,United Kingdom,25-34,Referral,Android,Inactive
U129469,2026-02-06,Portugal,45-54,Paid Search,iOS,Active
U129470,2026-06-29,United Kingdom,35-44,Affiliate,Android,Active
U129471,2026-05-24,Austria,35-44,Affiliate,iOS,Active
U129472,2025-07-03,Denmark,18-24,Paid Search,iOS,Active
U129473,2025-03-28,Netherlands,45-54,Organic,Web,Active
U129474,2026-08-04,Italy,25-34,Affiliate,Web,Active
U129475,2026-01-15,Denmark,18-24,Social,Web,Active
U129476,2026-06-22,Belgium,35-44,Affiliate,Android,Active
U129477,2026-02-17,France,25-34,Paid Search,iOS,Active
U129478,2026-06-02,Netherlands,25-34,Social,iOS,Active
U129479,2025-10-22,Ireland,35-44,Organic,iOS,Active
U129480,2025-09-17,Netherlands,25-34,Referral,iOS,Active
U129481,2026-01-19,United Kingdom,25-34,Referral,iOS,Active
U129482,2025-10-31,Italy,35-44,Direct,Android,Active
U129483,2025-11-12,Poland,25-34,Affiliate,iOS,Suspended
U129484,2025-03-18,Switzerland,25-34,Organic,iOS,Active
U129485,2026-01-14,United Kingdom,35-44,Social,Web,Active
U129486,2026-04-06,Sweden,35-44,Direct,iOS,Inactive
U129487,2025-02-25,Switzerland,25-34,Organic,Android,Inactive
U129488,2025-03-22,France,25-34,Organic,iOS,Active
U129489,2025-06-25,Switzerland,35-44,Paid Search,Android,Active
U129490,2026-01-18,Italy,25-34,Email,iOS,Inactive
U129491,2025-05-29,Ireland,35-44,Paid Search,iOS,Active
U129492,2025-10-08,Italy,25-34,Affiliate,Web,Inactive
U129493,2025-12-11,Sweden,18-24,Social,iOS,Active
U129494,2026-02-13,Ireland,25-34,Referral,iOS,Active
U129495,2025-01-30,Sweden,25-34,Organic,iOS,Active
U129496,2026-02-26,Denmark,25-34,Social,Android,Active
U129497,2025-08-19,Austria,35-44,Organic,Android,Active
U129498,2025-12-25,Italy,25-34,Referral,iOS,Active
U129499,2025-06-11,Belgium,25-34,Social,iOS,Inactive
U129500,2025-08-16,Portugal,45-54,Organic,iOS,Inactive
U129501,2025-08-09,Germany,18-24,Social,Android,Active
U129502,2025-03-14,Ireland,25-34,Paid Search,Web,Active
U129503,2026-02-03,Germany,25-34,Paid Search,Android,Inactive
U129504,2025-04-05,Poland,25-34,Organic,Android,Inactive
U129505,2026-04-20,Netherlands,25-34,Affiliate,Android,Active
U129506,2025-04-05,Italy,55+,Email,iOS,Active
U129507,2025-05-04,Ireland,35-44,Referral,Android,Active
U129508,2026-05-15,Netherlands,25-34,Referral,Android,Active
U129509,2025-02-17,Belgium,35-44,Paid Search,Android,Active
U129510,2025-04-05,Ireland,25-34,Direct,Android,Active
U129511,2026-04-22,Spain,45-54,Direct,iOS,Active
U129512,2025-02-02,Portugal,25-34,Referral,iOS,Active
U129513,2025-04-28,France,55+,Paid Search,Android,Active
U129514,2025-09-08,Portugal,35-44,Referral,Web,Active
U129515,2025-10-30,Portugal,45-54,Social,iOS,Active
U129516,2025-05-02,France,25-34,Organic,Web,Active
U129517,2025-08-06,Austria,45-54,Organic,Web,Active
U129518,2025-02-22,Portugal,25-34,Organic,iOS,Active
U129519,2025-05-06,Austria,55+,Referral,Android,Active
U129520,2025-06-08,Netherlands,25-34,Referral,Android,Active
U129521,2026-08-24,Switzerland,35-44,Paid Search,iOS,Active
U129522,2025-06-25,United Kingdom,35-44,Affiliate,Android,Active
U129523,2025-10-19,United Kingdom,25-34,Direct,Android,Active
U129524,2025-06-08,Switzerland,25-34,Organic,Web,Active
U129525,2026-05-06,Portugal,25-34,Organic,iOS,Active
U129526,2025-12-23,Italy,25-34,Referral,iOS,Active
U129527,2025-08-25,Poland,35-44,Referral,Android,Active
U129528,2026-03-04,Denmark,55+,Organic,iOS,Active
U129529,2025-05-05,Ireland,35-44,Affiliate,Android,Active
U129530,2025-11-11,Portugal,45-54,Organic,Android,Active
U129531,2025-10-06,Denmark,35-44,Social,Android,Active
U129532,2026-08-27,Sweden,35-44,Social,Android,Active
U129533,2025-04-15,Poland,45-54,Referral,Android,Inactive
U129534,2025-02-11,Ireland,25-34,Email,Android,Active
U129535,2026-02-01,Netherlands,25-34,Email,iOS,Active
U129536,2026-04-05,Switzerland,25-34,Referral,Web,Suspended
U129537,2026-05-06,India,35-44,Email,Android,Inactive
U129538,2026-07-19,Ireland,18-24,Affiliate,Android,Active
U129539,2025-06-17,France,45-54,Email,iOS,Suspended
U129540,2026-08-25,Germany,25-34,Organic,Android,Active
U129541,2025-06-23,India,35-44,Organic,iOS,Active
U129542,2026-01-07,Italy,18-24,Affiliate,iOS,Active
U129543,2026-08-22,Portugal,25-34,Social,iOS,Active
U129544,2025-05-30,Italy,18-24,Email,Web,Active
U129545,2025-09-06,Portugal,18-24,Social,Android,Active
U129546,2025-06-29,Poland,45-54,Direct,Android,Active
U129547,2025-04-30,Portugal,25-34,Organic,Web,Active
U129548,2025-01-28,United Kingdom,45-54,Referral,Web,Active
U129549,2025-04-27,Germany,25-34,Social,Android,Active
U129550,2025-09-19,Poland,35-44,Organic,iOS,Inactive
U129551,2025-02-07,Netherlands,18-24,Email,iOS,Inactive
U129552,2025-07-16,United Kingdom,25-34,Referral,Android,Suspended
U129553,2026-06-09,Denmark,25-34,Paid Search,iOS,Active
U129554,2026-03-13,Ireland,25-34,Organic,Android,Inactive
U129555,2026-02-14,Portugal,25-34,Social,Android,Active
U129556,2025-11-29,Portugal,45-54,Organic,Android,Active
U129557,2026-06-15,Germany,25-34,Organic,Android,Active
U129558,2026-04-10,Portugal,25-34,Organic,Web,Active
U129559,2025-06-07,Poland,25-34,Organic,Android,Inactive
U129560,2025-06-09,Belgium,55+,Affiliate,Android,Active
U129561,2025-11-30,United Kingdom,25-34,Paid Search,iOS,Inactive
U129562,2026-01-11,Sweden,25-34,Organic,Android,Inactive
U129563,2025-03-20,Netherlands,45-54,Organic,iOS,Active
U129564,2025-07-16,Poland,25-34,Direct,Android,Inactive
U129565,2025-04-30,Austria,55+,Paid Search,iOS,Inactive
U129566,2025-08-14,Netherlands,35-44,Referral,Android,Inactive
U129567,2026-08-18,Spain,25-34,Organic,iOS,Active
U129568,2026-02-14,Germany,25-34,Referral,iOS,Inactive
U129569,2026-06-22,France,35-44,Social,Android,Active
U129570,2025-12-05,Ireland,18-24,Affiliate,Android,Inactive
U129571,2026-07-10,France,35-44,Social,Android,Active
U129572,2026-08-19,United Kingdom,25-34,Social,iOS,Active
U129573,2026-06-21,Belgium,45-54,Direct,Web,Active
U129574,2025-08-08,Netherlands,25-34,Organic,Android,Inactive
