session_id,user_id,session_date,session_duration_sec,screens_viewed,device_type,app_version
S604973,U118429,2026-08-07,170.0,9,Android,5.1.0
S604974,U146141,2026-07-31,259.0,7,Android,5.4.0
S604975,U122343,2026-07-11,468.0,7,Android,5.4.1
S604976,U139496,2026-07-13,251.0,8,Android,5.3.0
S604977,U101928,2026-06-20,125.0,6,iOS,5.4.0
S604978,U103310,2026-06-27,795.0,10,iOS,5.4.0
S604979,U131746,2026-03-18,212.0,5,iOS,5.1.0
S604980,U131174,2025-11-30,357.0,6,Web,5.1.0
S604981,U132323,2025-10-19,133.0,6,Android,5.3.0
S604982,U114329,2026-02-23,403.0,10,Android,5.4.0
S604983,U144413,2026-07-28,135.0,12,Web,5.3.0
S604984,U109856,2026-08-25,296.0,7,Android,5.4.1
S604985,U124290,2025-02-15,362.0,11,Android,5.4.1
S604986,U105967,2025-10-04,547.0,6,iOS,5.4.1
S604987,U127599,2026-08-29,1271.0,6,Android,5.4.0
S604988,U125383,2026-04-30,478.0,4,iOS,5.3.0
S604989,U134219,2026-04-06,761.0,7,Android,5.4.1
S604990,U107961,2025-09-20,238.0,6,iOS,5.4.0
S604991,U116703,2025-11-11,105.0,10,iOS,5.3.0
S604992,U117853,2025-09-21,146.0,9,iOS,5.4.0
S604993,U132001,2026-05-27,391.0,8,iOS,5.2.0
S604994,U133541,2025-08-04,596.0,5,iOS,5.4.0
S604995,U106173,2025-08-09,274.0,4,iOS,5.4.0
S604996,U143449,2026-03-22,377.0,4,Android,5.3.0
S604997,U114746,2026-07-08,398.0,3,iOS,5.3.0
S604998,U131809,2026-03-24,525.0,5,Android,5.3.0
S604999,U113447,2026-05-22,565.0,4,Android,5.1.0
S605000,U119467,2026-08-09,225.0,9,Android,5.3.0
S605001,U140288,2026-06-21,141.0,5,iOS,5.4.0
S605002,U105933,2026-04-20,257.0,6,Android,5.4.1
S605003,U136164,2026-01-09,72.0,5,Android,5.4.1
S605004,U109961,2026-06-29,371.0,8,iOS,5.3.0
S605005,U106467,2025-09-09,420.0,8,Web,5.4.1
S605006,U103860,2026-04-02,188.0,8,iOS,5.2.0
S605007,U135568,2025-12-10,380.0,4,Android,5.4.1
S605008,U146772,2025-11-01,394.0,8,iOS,5.3.0
S605009,U123871,2025-10-26,786.0,9,iOS,5.2.0
S605010,U148978,2025-11-16,469.0,9,Android,5.3.0
S605011,U138891,2026-04-13,315.0,7,Android,5.4.0
S605012,U100483,2025-08-25,215.0,6,iOS,5.4.1
S605013,U142191,2025-12-13,338.0,8,Web,5.4.0
S605014,U130081,2026-06-27,488.0,7,iOS,5.2.0
S605015,U116140,2025-11-25,157.0,7,iOS,5.3.0
S605016,U134173,2025-12-17,251.0,7,Android,5.4.1
S605017,U117985,2025-09-16,762.0,4,iOS,5.3.0
S605018,U117166,2025-10-01,252.0,8,iOS,5.3.0
S605019,U137399,2026-02-16,66.0,13,iOS,5.4.0
S605020,U126113,2025-05-17,232.0,7,iOS,5.4.0
S605021,U124265,2026-08-07,240.0,7,Web,5.4.0
S605022,U125213,2026-03-30,159.0,8,Android,5.4.0
S605023,U149884,2026-08-14,156.0,13,iOS,5.1.0
S605024,U125392,2025-12-10,627.0,6,iOS,5.4.1
S605025,U128796,2026-04-11,258.0,7,iOS,5.3.0
S605026,U122004,2025-09-16,189.0,6,iOS,5.3.0
S605027,U120097,2026-03-14,284.0,10,iOS,5.2.0
S605028,U109105,2025-08-30,194.0,6,iOS,5.1.0
S605029,U148365,2026-03-12,537.0,7,iOS,5.3.0
S605030,U121796,2026-02-28,413.0,11,Web,5.4.1
S605031,U117569,2026-08-25,361.0,12,Android,5.2.0
S605032,U100388,2025-09-04,365.0,7,Android,5.3.0
S605033,U103622,2026-03-06,252.0,6,iOS,5.4.0
S605034,U106644,2026-07-14,317.0,9,Web,5.4.0
S605035,U103575,2026-08-27,666.0,7,iOS,5.3.0
S605036,U105162,2026-08-18,183.0,6,Web,5.4.0
S605037,U146139,2025-11-23,1010.0,8,Android,5.3.0
S605038,U124112,2025-11-30,195.0,5,Web,5.4.1
S605039,U148545,2026-03-04,290.0,6,iOS,5.3.0
S605040,U144269,2026-06-06,64.0,4,Android,5.3.0
S605041,U126354,2026-08-20,193.0,8,Android,5.3.0
S605042,U123009,2025-07-26,240.0,9,Android,5.4.0
S605043,U102296,2026-02-20,168.0,4,iOS,5.4.0
S605044,U126317,2026-07-29,502.0,12,Web,5.2.0
S605045,U144692,2026-04-08,582.0,7,iOS,5.2.0
S605046,U142845,2026-04-05,124.0,8,iOS,5.3.0
S605047,U122913,2025-06-09,295.0,6,Android,5.4.0
S605048,U118771,2026-07-11,279.0,5,Android,5.4.0
S605049,U147108,2025-12-09,441.0,5,Android,5.3.0
S605050,U123269,2026-05-25,245.0,6,Web,5.1.0
S605051,U104829,2025-11-29,314.0,10,iOS,5.4.0
S605052,U106271,2025-06-28,220.0,5,iOS,5.2.0
S605053,U140597,2025-06-02,525.0,4,Android,5.4.1
S605054,U105959,2026-07-22,632.0,5,Android,5.4.0
S605055,U122510,2026-01-07,1061.0,8,iOS,5.4.1
S605056,U105729,2026-07-27,314.0,7,Web,5.2.0
S605057,U142070,2025-11-10,84.0,11,Android,5.4.0
S605058,U116520,2025-09-06,67.0,6,iOS,5.3.0
S605059,U141163,2025-09-12,262.0,7,Android,5.3.0
S605060,U144615,2025-09-11,189.0,4,Android,5.3.0
S605061,U103879,2026-04-20,159.0,6,iOS,5.4.0
S605062,U115703,2026-04-21,435.0,8,iOS,5.3.0
S605063,U108290,2026-04-17,214.0,7,Web,5.4.0
S605064,U108063,2026-03-08,213.0,10,iOS,5.4.1
S605065,U106350,2025-10-12,306.0,5,Android,5.1.0
S605066,U128005,2025-07-10,193.0,7,Android,5.1.0
S605067,U144581,2026-07-12,388.0,5,Android,5.4.1
S605068,U114111,2026-08-08,327.0,5,iOS,5.3.0
S605069,U148863,2026-07-10,400.0,5,Android,5.2.0
S605070,U142801,2026-04-23,492.0,9,Android,5.2.0
S605071,U106395,2026-08-07,435.0,7,iOS,5.4.0
S605072,U136343,2026-08-18,141.0,10,iOS,5.4.0
S605073,U117289,2026-05-30,426.0,6,iOS,5.4.0
S605074,U109596,2025-11-27,620.0,3,iOS,5.2.0
S605075,U141156,2026-03-06,114.0,7,Web,5.3.0
S605076,U112307,2025-10-06,325.0,4,iOS,5.3.0
S605077,U123162,2026-06-28,125.0,7,iOS,5.4.1
S605078,U106971,2026-07-31,498.0,3,Android,5.3.0
S605079,U123869,2026-07-11,459.0,4,Android,5.4.0
S605080,U126374,2026-03-04,117.0,11,iOS,5.2.0
S605081,U102737,2025-10-12,341.0,6,iOS,5.1.0
S605082,U122368,2025-08-16,338.0,6,Android,5.4.0
S605083,U124015,2025-10-01,247.0,6,iOS,5.2.0
S605084,U117711,2026-05-23,115.0,7,iOS,5.1.0
S605085,U137186,2026-08-18,419.0,6,iOS,5.2.0
S605086,U141550,2025-09-08,356.0,6,iOS,5.4.0
S605087,U138635,2025-12-08,169.0,5,iOS,5.4.1
S605088,U118771,2026-06-10,359.0,10,Android,5.3.0
S605089,U132000,2026-03-26,538.0,3,iOS,5.1.0
S605090,U131704,2026-08-25,326.0,6,Android,5.4.0
S605091,U140302,2025-06-23,191.0,12,iOS,5.2.0
S605092,U145500,2026-07-09,399.0,12,Web,5.1.0
S605093,U116454,2025-06-14,227.0,6,iOS,5.3.0
S605094,U116676,2025-08-11,1104.0,8,Android,5.3.0
S605095,U126799,2026-02-26,727.0,10,Android,5.3.0
S605096,U139280,2026-07-15,255.0,12,Android,5.3.0
S605097,U138061,2026-07-27,140.0,6,Android,5.1.0
S605098,U115096,2026-08-21,306.0,3,Android,5.1.0
S605099,U105492,2025-05-14,188.0,8,iOS,5.3.0
S605100,U102783,2026-06-28,813.0,6,iOS,5.2.0
S605101,U117021,2026-07-16,324.0,6,Android,5.3.0
S605102,U113238,2026-05-29,971.0,4,iOS,5.1.0
S605103,U105429,2026-05-13,546.0,9,Android,5.2.0
S605104,U124932,2026-07-18,218.0,12,Android,5.3.0
S605105,U109247,2026-08-03,74.0,8,Web,5.4.0
S605106,U115754,2025-05-27,116.0,5,Web,5.4.0
S605107,U149074,2025-10-14,394.0,7,iOS,5.3.0
S605108,U127184,2025-09-21,870.0,5,Android,5.4.0
S605109,U138790,2026-07-30,960.0,9,Web,5.1.0
S605110,U146401,2026-05-30,477.0,9,Web,5.1.0
S605111,U106133,2026-04-08,210.0,10,iOS,5.4.1
S605112,U120902,2025-06-09,252.0,7,Android,5.2.0
S605113,U147634,2026-04-29,257.0,6,Web,5.4.1
S605114,U126551,2025-07-15,549.0,6,iOS,5.2.0
S605115,U145672,2026-07-19,327.0,4,iOS,5.3.0
S605116,U111426,2026-05-16,255.0,8,iOS,5.3.0
S605117,U115277,2026-04-02,269.0,10,Android,5.4.1
S605118,U134435,2026-08-14,209.0,8,iOS,5.3.0
S605119,U146115,2026-07-08,152.0,11,Android,5.4.0
S605120,U117313,2025-10-02,225.0,10,iOS,5.1.0
S605121,U120996,2026-03-19,389.0,5,Web,5.2.0
S605122,U116755,2025-08-29,166.0,13,iOS,5.4.1
S605123,U105306,2025-09-12,915.0,5,Web,5.4.0
S605124,U135889,2026-02-13,153.0,5,iOS,5.3.0
S605125,U135483,2025-02-27,425.0,5,iOS,5.4.1
S605126,U145326,2025-08-21,117.0,6,iOS,5.4.0
S605127,U127126,2026-07-09,196.0,5,iOS,5.3.0
S605128,U132830,2026-03-10,480.0,12,Android,5.4.1
S605129,U132394,2026-04-17,312.0,3,Android,5.4.0
S605130,U136613,2026-05-25,90.0,7,iOS,5.4.0
S605131,U101223,2026-06-12,999.0,6,Android,5.2.0
S605132,U133805,2026-04-29,322.0,3,iOS,5.4.0
S605133,U127166,2026-08-15,161.0,11,Android,5.2.0
S605134,U119692,2025-08-28,402.0,6,iOS,5.4.1
S605135,U116620,2026-08-12,634.0,7,Android,5.4.1
S605136,U127643,2026-06-06,133.0,6,Android,5.4.0
S605137,U141657,2025-11-23,294.0,6,Android,5.4.0
S605138,U112583,2026-01-08,232.0,9,iOS,5.4.1
S605139,U134363,2025-08-15,139.0,8,Android,5.4.1
S605140,U130229,2026-08-10,466.0,8,Android,5.2.0
S605141,U137193,2026-08-01,765.0,9,iOS,5.4.0
S605142,U113292,2025-04-02,122.0,7,iOS,5.4.1
S605143,U149051,2026-05-08,368.0,8,Web,5.4.0
S605144,U101458,2025-09-05,168.0,9,iOS,5.3.0
S605145,U143754,2025-07-06,220.0,6,iOS,5.3.0
S605146,U125835,2026-04-04,369.0,6,Web,5.2.0
S605147,U119240,2026-08-03,708.0,5,Android,5.2.0
S605148,U135580,2026-08-30,827.0,5,iOS,5.4.0
S605149,U129545,2025-11-05,756.0,7,Android,5.2.0
S605150,U137584,2026-01-03,808.0,8,Android,5.2.0
S605151,U143384,2026-01-02,448.0,7,iOS,5.4.0
S605152,U115797,2025-02-27,191.0,9,Android,5.3.0
S605153,U113358,2025-11-13,463.0,5,Android,5.1.0
S605154,U129845,2026-03-14,247.0,9,Android,5.3.0
S605155,U145840,2026-07-31,155.0,10,Android,5.2.0
S605156,U107114,2025-11-10,247.0,8,iOS,5.4.0
S605157,U127790,2026-02-11,595.0,6,Android,5.4.1
S605158,U129395,2026-05-20,316.0,4,Android,5.4.0
S605159,U130655,2025-09-29,248.0,10,iOS,5.3.0
S605160,U139187,2025-05-25,547.0,15,iOS,5.3.0
S605161,U108052,2026-02-19,285.0,5,iOS,5.2.0
S605162,U118956,2025-09-23,471.0,6,iOS,5.2.0
S605163,U140875,2026-02-27,193.0,10,Android,5.3.0
S605164,U123431,2026-01-14,386.0,5,iOS,5.3.0
S605165,U142870,2026-02-05,150.0,8,Web,5.1.0
S605166,U143784,2026-07-04,230.0,11,iOS,5.1.0
S605167,U133488,2026-07-25,909.0,8,iOS,5.4.0
S605168,U143426,2026-06-04,246.0,7,Android,5.1.0
S605169,U126968,2026-01-27,422.0,5,Android,5.4.0
S605170,U149759,2026-02-04,1502.0,5,Android,5.2.0
S605171,U106657,2025-11-18,433.0,8,Web,5.2.0
S605172,U110261,2026-01-10,177.0,7,iOS,5.4.1
S605173,U110153,2025-10-01,846.0,4,Android,5.4.0
S605174,U121022,2025-12-29,226.0,9,iOS,5.1.0
S605175,U111625,2026-05-31,220.0,6,Android,5.4.0
S605176,U102318,2026-08-26,294.0,6,iOS,5.3.0
S605177,U113619,2026-07-27,304.0,6,Android,5.3.0
S605178,U114462,2026-02-13,157.0,9,Web,5.2.0
S605179,U114066,2025-03-07,160.0,11,Android,5.3.0
S605180,U117591,2026-05-07,348.0,9,iOS,5.2.0
S605181,U123115,2026-07-16,89.0,5,iOS,5.4.0
S605182,U107516,2026-08-19,692.0,6,iOS,5.3.0
S605183,U144593,2026-06-27,345.0,5,Android,5.4.0
S605184,U111316,2026-06-06,148.0,9,iOS,5.4.0
S605185,U132421,2026-06-09,344.0,12,Android,5.4.1
S605186,U104731,2026-05-10,660.0,10,Android,5.2.0
S605187,U141353,2025-09-28,390.0,7,Android,5.1.0
S605188,U142563,2026-03-23,466.0,12,iOS,5.4.0
S605189,U102931,2026-06-02,208.0,7,iOS,5.4.0
S605190,U103949,2026-05-09,732.0,5,Web,5.4.0
S605191,U127766,2026-04-02,255.0,7,Android,5.2.0
S605192,U126161,2026-06-11,555.0,5,iOS,5.3.0
S605193,U139215,2026-01-12,278.0,6,Android,5.4.0
S605194,U104051,2025-09-02,381.0,5,iOS,5.3.0
S605195,U126022,2025-12-07,1006.0,5,Android,5.2.0
S605196,U132979,2025-12-27,174.0,13,Android,5.4.0
S605197,U109384,2025-10-29,557.0,7,Android,5.4.0
S605198,U136731,2025-05-25,338.0,6,Android,5.4.1
S605199,U100180,2026-08-19,146.0,8,Web,5.4.0
S605200,U116200,2026-05-19,164.0,6,Android,5.3.0
S605201,U124230,2026-05-16,228.0,7,iOS,5.4.0
S605202,U108698,2026-02-18,445.0,7,iOS,5.3.0
S605203,U107595,2025-09-28,941.0,15,Web,5.1.0
S605204,U100538,2026-06-03,228.0,7,Android,5.4.0
S605205,U147743,2025-11-04,160.0,4,Web,5.4.0
S605206,U138966,2025-12-03,156.0,4,Web,5.1.0
S605207,U101020,2025-03-31,269.0,5,iOS,5.4.0
S605208,U118864,2026-04-21,580.0,10,Web,5.4.1
S605209,U137348,2026-02-09,466.0,8,iOS,5.1.0
S605210,U145419,2025-12-25,112.0,7,iOS,5.2.0
S605211,U106179,2026-05-20,172.0,7,Android,5.3.0
S605212,U103896,2025-12-03,447.0,5,Android,5.4.0
S605213,U107914,2026-02-06,518.0,5,iOS,5.2.0
S605214,U129440,2025-02-26,252.0,7,Web,5.1.0
S605215,U106169,2026-07-04,341.0,6,iOS,5.3.0
S605216,U105320,2025-08-06,380.0,8,Android,5.3.0
S605217,U146766,2026-03-01,511.0,7,Android,5.4.1
S605218,U110116,2025-11-27,832.0,5,Web,5.3.0
S605219,U101583,2025-11-21,441.0,5,Android,5.4.1
S605220,U104542,2025-03-09,281.0,4,Web,5.1.0
S605221,U136998,2026-01-08,140.0,7,iOS,5.1.0
S605222,U105406,2025-11-27,160.0,7,Android,5.4.0
S605223,U101644,2026-01-30,702.0,7,Android,5.1.0
S605224,U110956,2025-02-01,206.0,7,iOS,5.4.1
S605225,U102802,2026-02-04,369.0,6,iOS,5.1.0
S605226,U111877,2025-08-08,91.0,6,iOS,5.3.0
S605227,U149791,2025-09-14,96.0,5,iOS,5.4.1
S605228,U103252,2026-06-18,235.0,13,Android,5.4.0
S605229,U135611,2026-05-26,146.0,4,Android,5.2.0
S605230,U127731,2026-04-11,175.0,9,Android,5.4.1
S605231,U104311,2026-04-03,502.0,6,Android,5.4.0
S605232,U119388,2025-05-14,532.0,11,Android,5.3.0
S605233,U134058,2025-10-20,206.0,7,iOS,5.4.0
S605234,U107421,2026-04-08,450.0,9,Android,5.4.0
S605235,U114563,2025-03-11,236.0,6,iOS,5.3.0
S605236,U144120,2025-12-12,88.0,11,iOS,5.4.1
S605237,U118236,2026-02-02,148.0,5,iOS,5.4.1
S605238,U141877,2026-03-24,498.0,7,Web,5.4.0
S605239,U103742,2026-06-18,662.0,7,Android,5.4.1
S605240,U142883,2025-03-30,528.0,4,Android,5.1.0
S605241,U112612,2025-12-30,190.0,5,Web,5.3.0
S605242,U135991,2026-02-10,1213.0,9,iOS,5.4.0
S605243,U105716,2025-05-26,487.0,10,Android,5.3.0
S605244,U143496,2025-12-11,114.0,7,iOS,5.3.0
S605245,U126540,2026-02-18,292.0,7,Android,5.4.0
S605246,U113275,2025-10-07,274.0,5,Android,5.3.0
S605247,U140646,2025-09-23,256.0,10,iOS,5.4.0
S605248,U112255,2026-07-31,389.0,2,Web,5.4.1
S605249,U139482,2026-03-25,145.0,12,iOS,5.4.0
S605250,U127533,2025-02-25,332.0,5,Android,5.4.1
S605251,U141732,2025-10-26,172.0,12,Android,5.2.0
S605252,U120421,2025-04-29,727.0,4,Android,5.3.0
S605253,U110389,2025-07-28,351.0,8,iOS,5.4.1
S605254,U138560,2026-03-09,180.0,5,iOS,5.4.0
S605255,U104950,2026-02-01,259.0,11,Android,5.3.0
S605256,U144894,2026-06-21,181.0,8,Web,5.1.0
S605257,U149534,2025-07-22,132.0,4,iOS,5.3.0
S605258,U136147,2026-08-29,190.0,4,iOS,5.1.0
S605259,U108829,2026-04-16,570.0,7,iOS,5.4.1
S605260,U118829,2026-03-30,178.0,5,Android,5.2.0
S605261,U129461,2026-05-08,258.0,9,iOS,5.1.0
S605262,U137234,2025-06-19,171.0,8,iOS,5.4.0
S605263,U116748,2026-06-22,372.0,12,iOS,5.4.0
S605264,U136430,2026-08-31,259.0,5,Web,5.4.0
S605265,U134570,2026-02-09,692.0,7,Web,5.4.0
S605266,U129886,2025-09-14,234.0,10,Web,5.3.0
S605267,U118309,2026-06-09,224.0,8,Android,5.3.0
S605268,U127326,2025-10-27,303.0,7,Web,5.4.0
S605269,U140672,2025-05-13,471.0,7,iOS,5.4.1
S605270,U127061,2026-05-04,300.0,6,Android,5.4.0
S605271,U123622,2026-01-21,594.0,3,Android,5.4.0
S605272,U101952,2025-04-05,107.0,9,iOS,5.4.1
S605273,U109057,2026-08-24,513.0,8,iOS,5.4.1
S605274,U132152,2025-10-25,902.0,4,iOS,5.3.0
S605275,U141440,2025-07-27,423.0,7,Android,5.4.1
S605276,U142964,2026-07-28,646.0,7,iOS,5.4.0
S605277,U140368,2026-06-16,154.0,9,Android,5.4.1
S605278,U119137,2026-07-26,502.0,8,iOS,5.4.0
S605279,U115663,2026-07-27,328.0,7,Android,5.4.0
S605280,U119281,2026-07-25,255.0,4,iOS,5.3.0
S605281,U112496,2025-10-02,50.0,7,Android,5.4.1
S605282,U119747,2026-07-27,608.0,5,iOS,5.4.0
S605283,U108828,2026-08-17,322.0,7,iOS,5.3.0
S605284,U101997,2025-06-19,187.0,8,Android,5.4.1
S605285,U128483,2026-03-04,813.0,6,Web,5.4.0
S605286,U108893,2026-06-02,237.0,11,iOS,5.4.0
S605287,U145673,2025-10-01,224.0,9,iOS,5.2.0
S605288,U103952,2025-06-26,238.0,9,iOS,5.4.0
S605289,U139456,2025-08-11,195.0,10,iOS,5.4.1
S605290,U108296,2025-12-17,325.0,7,Android,5.4.0
S605291,U118525,2026-03-17,341.0,9,iOS,5.4.1
S605292,U111228,2026-03-09,195.0,7,iOS,5.1.0
S605293,U129044,2026-04-18,88.0,6,iOS,5.4.0
S605294,U116901,2026-05-24,129.0,7,Android,5.3.0
S605295,U108897,2025-11-18,316.0,6,iOS,5.4.0
S605296,U143944,2026-05-29,255.0,6,iOS,5.4.1
S605297,U108876,2026-07-30,236.0,7,Android,5.4.0
S605298,U144814,2026-07-21,387.0,10,Android,5.4.0
S605299,U116782,2026-02-03,139.0,4,iOS,5.4.0
S605300,U131065,2026-08-11,415.0,5,Web,5.1.0
S605301,U113388,2025-04-06,552.0,9,iOS,5.4.1
S605302,U110813,2025-12-27,1440.0,4,iOS,5.2.0
S605303,U121699,2025-12-08,267.0,8,iOS,5.4.0
S605304,U102241,2026-03-23,785.0,5,iOS,5.4.1
S605305,U124303,2026-01-16,224.0,4,Android,5.4.0
S605306,U110957,2026-01-08,208.0,4,Android,5.4.1
S605307,U112858,2025-09-18,299.0,6,Android,5.2.0
S605308,U140186,2025-12-09,601.0,9,Web,5.3.0
S605309,U132648,2026-06-12,215.0,8,Android,5.1.0
S605310,U124701,2026-02-12,553.0,6,Android,5.4.0
S605311,U115545,2025-12-07,1036.0,11,iOS,5.1.0
S605312,U144033,2026-03-14,253.0,11,Web,5.2.0
S605313,U141245,2026-05-14,150.0,6,Android,5.3.0
S605314,U138836,2026-03-21,352.0,13,Android,5.4.1
S605315,U131683,2026-05-04,342.0,5,iOS,5.3.0
S605316,U118554,2025-07-15,310.0,8,iOS,5.4.0
S605317,U106041,2026-02-14,128.0,5,Android,5.2.0
S605318,U100855,2025-10-27,938.0,5,iOS,5.1.0
S605319,U100361,2026-06-05,298.0,5,Android,5.1.0
S605320,U115013,2026-08-25,324.0,6,iOS,5.2.0
S605321,U115474,2025-12-15,141.0,7,iOS,5.4.0
S605322,U103484,2025-09-18,463.0,11,iOS,5.4.0
S605323,U106634,2025-11-29,705.0,5,Android,5.1.0
S605324,U100315,2025-02-26,465.0,6,Android,5.1.0
S605325,U145625,2026-07-16,321.0,10,iOS,5.3.0
S605326,U141412,2026-01-27,613.0,9,Android,5.1.0
S605327,U138905,2025-11-23,574.0,5,iOS,5.3.0
S605328,U106247,2026-03-18,150.0,4,iOS,5.4.0
S605329,U118327,2026-06-14,466.0,5,iOS,5.4.0
S605330,U127879,2025-10-10,562.0,7,Android,5.3.0
S605331,U128250,2026-03-04,143.0,7,Android,5.4.0
S605332,U115527,2025-12-23,304.0,5,iOS,5.4.1
S605333,U149455,2026-08-02,542.0,5,iOS,5.4.1
S605334,U122226,2026-03-05,229.0,6,Android,5.1.0
S605335,U139267,2025-06-17,919.0,10,Android,5.4.1
S605336,U113809,2025-07-11,233.0,6,iOS,5.1.0
S605337,U124984,2026-05-01,141.0,9,iOS,5.4.1
S605338,U132708,2026-06-08,814.0,4,Android,5.4.1
S605339,U126743,2025-12-31,180.0,7,iOS,5.2.0
S605340,U104724,2026-02-19,128.0,6,iOS,5.4.0
S605341,U112131,2026-05-08,379.0,8,iOS,5.2.0
S605342,U101104,2026-06-03,100.0,5,iOS,5.4.0
S605343,U133284,2025-10-22,229.0,6,Android,5.2.0
S605344,U147763,2026-02-16,379.0,6,Android,5.2.0
S605345,U127871,2025-01-17,536.0,5,Android,5.3.0
S605346,U125432,2025-12-01,367.0,4,Android,5.2.0
S605347,U128887,2026-01-10,420.0,7,iOS,5.2.0
S605348,U123105,2026-06-27,436.0,4,Android,5.4.0
S605349,U145033,2026-02-28,408.0,10,iOS,5.4.1
S605350,U141448,2026-01-19,229.0,7,iOS,5.4.0
S605351,U142211,2026-01-02,331.0,6,Android,5.4.1
S605352,U130641,2026-02-23,134.0,11,Android,5.4.0
S605353,U142503,2026-07-26,466.0,4,Web,5.4.0
S605354,U122363,2025-11-03,182.0,7,Android,5.3.0
S605355,U127545,2025-12-31,573.0,7,iOS,5.4.0
S605356,U131134,2025-12-20,612.0,9,Android,5.4.0
S605357,U113732,2026-08-08,266.0,5,iOS,5.1.0
S605358,U121064,2026-05-29,293.0,12,Android,5.3.0
S605359,U108035,2025-07-20,385.0,4,iOS,5.3.0
S605360,U118633,2025-04-02,583.0,4,Web,5.4.1
S605361,U135065,2026-04-19,179.0,8,Android,5.4.1
S605362,U135931,2026-08-03,192.0,7,Android,5.4.1
S605363,U149312,2026-01-19,501.0,4,iOS,5.4.0
S605364,U101653,2026-05-31,271.0,8,Android,5.4.0
S605365,U121076,2026-02-22,467.0,8,Web,5.4.0
S605366,U125976,2026-05-19,522.0,7,Web,5.4.1
S605367,U144850,2026-01-16,229.0,8,Android,5.1.0
S605368,U127551,2025-12-04,305.0,10,iOS,5.4.1
S605369,U117228,2026-07-04,427.0,6,Android,5.4.0
S605370,U135246,2026-02-08,269.0,2,Android,5.4.0
S605371,U127552,2026-05-19,496.0,12,Web,5.2.0
S605372,U149060,2025-03-08,1429.0,6,Android,5.1.0
S605373,U147915,2026-02-14,155.0,8,Android,5.4.1
S605374,U136799,2026-07-15,362.0,6,Android,5.4.0
S605375,U104637,2025-07-08,158.0,4,iOS,5.3.0
S605376,U115913,2025-05-12,600.0,8,Android,5.4.1
S605377,U102937,2025-09-09,316.0,10,Android,5.3.0
S605378,U119626,2025-12-16,460.0,6,iOS,5.4.0
S605379,U101631,2026-03-31,212.0,5,Android,5.4.1
S605380,U115478,2026-07-31,394.0,12,iOS,5.4.1
S605381,U127705,2026-01-23,250.0,5,Android,5.2.0
S605382,U105611,2026-04-12,137.0,8,iOS,5.1.0
S605383,U140725,2025-09-10,166.0,5,Android,5.1.0
S605384,U115407,2026-08-18,191.0,6,iOS,5.1.0
S605385,U102844,2026-03-19,332.0,4,iOS,5.3.0
S605386,U130482,2026-03-24,621.0,6,Android,5.2.0
S605387,U144724,2026-01-12,168.0,5,Android,5.1.0
S605388,U137746,2025-08-29,212.0,6,iOS,5.4.1
S605389,U143995,2026-02-23,289.0,6,Android,5.4.0
S605390,U116682,2026-02-22,671.0,3,iOS,5.1.0
S605391,U113031,2025-08-14,349.0,7,Android,5.4.0
S605392,U118517,2025-05-17,153.0,8,iOS,5.4.1
S605393,U105329,2025-07-19,302.0,14,iOS,5.4.0
S605394,U132733,2026-04-13,412.0,9,iOS,5.4.0
S605395,U101376,2026-08-07,248.0,12,Android,5.3.0
S605396,U126051,2026-06-03,411.0,6,Android,5.3.0
S605397,U146666,2025-12-12,53.0,10,Web,5.4.0
S605398,U118797,2026-06-27,77.0,6,iOS,5.1.0
S605399,U108963,2026-02-18,361.0,5,Android,5.4.1
S605400,U104390,2026-03-26,193.0,8,iOS,5.1.0
S605401,U148705,2025-09-23,159.0,5,Android,5.4.0
S605402,U148670,2025-11-08,392.0,9,Android,5.1.0
S605403,U114929,2026-06-02,433.0,6,Android,5.4.1
S605404,U149135,2026-05-09,261.0,4,iOS,5.1.0
S605405,U141926,2025-11-30,169.0,7,Web,5.2.0
S605406,U108731,2025-07-13,253.0,10,Web,5.4.1
S605407,U112541,2026-05-06,315.0,6,Web,5.1.0
S605408,U105918,2025-11-22,85.0,6,iOS,5.4.0
S605409,U111889,2026-05-18,145.0,7,iOS,5.4.0
S605410,U119411,2025-12-27,589.0,8,iOS,5.2.0
S605411,U115754,2026-02-04,950.0,8,iOS,5.2.0
S605412,U139392,2025-12-17,812.0,9,iOS,5.4.0
S605413,U102778,2026-04-02,74.0,4,Android,5.4.0
S605414,U140806,2025-04-24,750.0,13,Android,5.1.0
S605415,U136237,2025-03-27,442.0,5,Web,5.4.0
S605416,U122220,2026-06-16,317.0,8,iOS,5.4.0
S605417,U142068,2026-03-07,444.0,5,Web,5.1.0
S605418,U110100,2025-11-04,382.0,4,Android,5.4.1
S605419,U113172,2025-10-22,755.0,9,Android,5.1.0
S605420,U111985,2026-07-07,1002.0,9,iOS,5.4.1
S605421,U124652,2026-03-26,469.0,8,Android,5.2.0
S605422,U127134,2026-07-05,219.0,6,iOS,5.2.0
S605423,U100967,2025-07-23,1456.0,6,Web,5.4.0
S605424,U148904,2025-11-23,491.0,3,Web,5.4.0
S605425,U115550,2026-03-02,550.0,7,Android,5.2.0
S605426,U114783,2026-01-31,562.0,6,Android,5.4.0
S605427,U110292,2026-05-28,590.0,9,Android,5.4.1
S605428,U108000,2026-07-30,615.0,5,iOS,5.3.0
S605429,U101938,2025-09-08,305.0,7,iOS,5.2.0
S605430,U113139,2025-10-25,1126.0,6,Android,5.4.0
