transaction_id,user_id,transaction_date,transaction_type,asset,amount_eur,status
T957321,U121814,2026-04-21,Buy,XRP,19.56,Completed
T957322,U145229,2026-07-13,Swap,SOL,148.24,Completed
T957323,U126534,2025-11-08,Buy,ADA,55.28,Completed
T957324,U104990,2026-04-10,Buy,USDC,74.81,Completed
T957325,U119924,2025-10-11,Buy,XRP,158.77,Completed
T957326,U115287,2026-05-18,Sell,ADA,573.87,Completed
T957327,U136948,2026-06-22,Sell,XRP,218.21,Completed
T957328,U106777,2025-12-19,Buy,DOT,1346.19,Completed
T957329,U114671,2026-06-03,Sell,DOT,113.66,Completed
T957330,U148107,2026-04-09,Buy,BORG,407.32,Completed
T957331,U130165,2026-05-04,Buy,DOT,1316.55,Completed
T957332,U125366,2026-02-27,Swap,ETH,46.21,Completed
T957333,U147111,2026-04-04,Swap,BTC,223.39,Completed
T957334,U127198,2026-08-19,Swap,XRP,410.98,Completed
T957335,U106244,2025-05-13,Buy,USDC,93.14,Completed
T957336,U137017,2026-05-03,Sell,USDC,196.28,Completed
T957337,U115053,2026-06-28,Buy,SOL,61.94,Completed
T957338,U120617,2025-08-02,Buy,ETH,146.77,Completed
T957339,U124823,2026-04-05,Sell,ADA,36.3,Completed
T957340,U136813,2025-08-28,Sell,BTC,127.42,Completed
T957341,U138199,2025-04-17,Swap,BTC,63.22,Completed
T957342,U145533,2026-05-12,Sell,ADA,54.69,Completed
T957343,U119431,2025-08-07,Buy,ETH,888.65,Completed
T957344,U121365,2026-03-12,Buy,ETH,270.24,Completed
T957345,U141693,2026-05-23,Sell,USDC,182.02,Completed
T957346,U118647,2026-03-24,Swap,ADA,109.91,Completed
T957347,U115903,2026-04-04,Sell,ETH,132.49,Completed
T957348,U111758,2025-05-19,Buy,USDC,123.24,Completed
T957349,U102551,2025-08-22,Buy,ADA,71.68,Completed
T957350,U113529,2026-04-05,Buy,USDC,235.76,Completed
T957351,U149255,2026-02-25,Buy,XRP,153.69,Completed
T957352,U110143,2026-05-06,Buy,ETH,72.32,Completed
T957353,U107809,2026-01-16,Swap,XRP,995.13,Completed
T957354,U107175,2026-01-31,Buy,USDC,597.07,Completed
T957355,U129334,2026-04-17,Buy,DOT,758.93,Completed
T957356,U129120,2025-09-23,Sell,BTC,265.23,Completed
T957357,U108266,2026-04-25,Buy,XRP,1136.4,Completed
T957358,U128771,2026-06-17,Buy,ETH,178.89,Completed
T957359,U135131,2026-05-17,Swap,ADA,1271.69,Completed
T957360,U116662,2025-11-26,Sell,ETH,649.9,Completed
T957361,U120861,2026-02-09,Sell,SOL,941.01,Completed
T957362,U113929,2026-05-31,Swap,USDC,227.24,Completed
T957363,U118889,2026-01-22,Buy,ADA,1304.06,Completed
T957364,U133075,2026-07-30,Buy,ETH,348.42,Completed
T957365,U116267,2026-03-05,Buy,DOT,629.61,Completed
T957366,U142020,2025-10-14,Buy,USDC,591.31,Completed
T957367,U114970,2026-02-27,Swap,SOL,96.6,Completed
T957368,U111353,2026-04-13,Sell,ETH,926.98,Completed
T957369,U143260,2026-08-17,Buy,DOT,127.28,Completed
T957370,U132611,2025-03-21,Buy,SOL,108.52,Completed
T957371,U147889,2026-03-08,Sell,ADA,335.45,Completed
T957372,U132421,2026-08-14,Buy,SOL,497.81,Completed
T957373,U141793,2025-12-10,Swap,DOT,354.02,Failed
T957374,U140435,2026-08-21,Sell,SOL,340.4,Completed
T957375,U118509,2025-05-17,Buy,BORG,79.48,Completed
T957376,U104588,2026-07-18,Buy,BORG,756.04,Completed
T957377,U141058,2026-06-10,Swap,DOT,199.29,Completed
T957378,U107542,2026-03-16,Buy,BORG,536.08,Completed
T957379,U118636,2025-09-26,Buy,BORG,770.46,Completed
T957380,U141664,2026-08-17,Buy,XRP,114.99,Pending
T957381,U146205,2025-11-01,Swap,ETH,119.93,Completed
T957382,U125604,2026-03-27,Buy,SOL,267.82,Completed
T957383,U144477,2026-05-12,Sell,ETH,40.49,Completed
T957384,U112012,2025-08-15,Sell,XRP,220.07,Completed
T957385,U148977,2026-03-06,Sell,BORG,1064.07,Completed
T957386,U113610,2026-08-11,Swap,USDC,35.43,Failed
T957387,U147988,2026-03-18,Buy,ADA,133.71,Completed
T957388,U141081,2026-08-23,Buy,XRP,323.65,Completed
T957389,U140823,2026-07-08,Buy,ETH,88.34,Completed
T957390,U149908,2026-03-08,Swap,DOT,57.99,Failed
T957391,U112379,2026-07-14,Buy,ADA,328.2,Completed
T957392,U101538,2026-02-26,Buy,ADA,56.22,Completed
T957393,U122937,2026-02-05,Swap,BORG,211.68,Completed
T957394,U119487,2025-12-25,Buy,XRP,74.69,Completed
T957395,U127103,2025-01-25,Swap,XRP,285.73,Pending
T957396,U143949,2026-07-03,Buy,DOT,182.62,Completed
T957397,U139670,2026-05-15,Swap,DOT,33.03,Completed
T957398,U125368,2026-03-04,Buy,DOT,231.92,Completed
T957399,U135277,2026-06-26,Sell,ETH,196.91,Completed
T957400,U106830,2025-10-07,Buy,USDC,441.67,Completed
T957401,U146113,2026-07-06,Buy,ETH,6.26,Completed
T957402,U149920,2026-04-19,Buy,BORG,179.45,Completed
T957403,U131901,2025-11-05,Swap,USDC,86.71,Completed
T957404,U141558,2025-11-05,Swap,SOL,260.04,Completed
T957405,U104047,2026-07-11,Sell,BORG,39.83,Completed
T957406,U145459,2025-12-18,Buy,USDC,178.46,Completed
T957407,U103236,2026-08-23,Swap,ADA,220.08,Failed
T957408,U116081,2025-06-26,Buy,BORG,984.98,Completed
T957409,U148802,2026-01-03,Swap,XRP,763.92,Completed
T957410,U127340,2025-05-22,Swap,DOT,1132.04,Completed
T957411,U148324,2026-07-31,Swap,BORG,68.66,Completed
T957412,U107168,2026-06-29,Buy,ETH,134.78,Completed
T957413,U102065,2025-06-06,Sell,BTC,625.94,Completed
T957414,U119261,2025-12-15,Sell,SOL,154.92,Completed
T957415,U139345,2026-01-04,Sell,BORG,152.14,Completed
T957416,U101465,2026-08-09,Sell,XRP,59.39,Completed
T957417,U110921,2026-03-30,Sell,BORG,48.15,Completed
T957418,U112695,2025-06-04,Swap,BORG,20.02,Completed
T957419,U125067,2026-08-02,Buy,BTC,224.4,Completed
T957420,U115480,2026-04-15,Swap,USDC,135.74,Completed
T957421,U120185,2025-12-13,Swap,DOT,506.37,Completed
T957422,U120260,2025-12-19,Swap,XRP,50.86,Completed
T957423,U118282,2025-08-09,Sell,SOL,165.05,Completed
T957424,U112029,2025-05-11,Buy,ETH,509.32,Completed
T957425,U139517,2026-08-18,Sell,DOT,669.1,Completed
T957426,U145074,2025-06-24,Sell,XRP,106.53,Completed
T957427,U104805,2026-01-10,Swap,ETH,1644.18,Completed
T957428,U138186,2026-08-02,Swap,BTC,28.01,Completed
T957429,U121369,2025-07-16,Sell,ETH,45.13,Completed
T957430,U114733,2025-12-19,Buy,DOT,1444.33,Completed
T957431,U118018,2025-10-21,Swap,SOL,113.04,Completed
T957432,U139947,2025-11-04,Buy,BORG,57.04,Completed
T957433,U148225,2026-04-06,Swap,BORG,416.02,Completed
T957434,U143311,2025-07-16,Sell,XRP,99.82,Completed
T957435,U138989,2026-03-26,Sell,SOL,157.21,Completed
T957436,U108754,2025-12-31,Swap,SOL,264.54,Completed
T957437,U142431,2025-10-08,Buy,ADA,62.54,Completed
T957438,U117522,2026-06-11,Swap,BTC,969.67,Completed
T957439,U111536,2026-02-28,Sell,BTC,752.85,Completed
T957440,U131275,2026-05-21,Buy,USDC,186.91,Completed
T957441,U118254,2026-07-16,Buy,DOT,246.73,Completed
T957442,U138600,2025-09-10,Swap,BORG,176.55,Completed
T957443,U134210,2026-07-05,Sell,SOL,1191.19,Pending
T957444,U148104,2025-07-24,Buy,ETH,206.92,Pending
T957445,U113452,2026-01-28,Buy,XRP,55.42,Completed
T957446,U104298,2026-03-27,Sell,DOT,225.08,Completed
T957447,U113206,2026-02-05,Buy,ETH,86.27,Completed
T957448,U119758,2025-09-23,Swap,BORG,16.56,Completed
T957449,U124803,2025-11-23,Sell,DOT,1857.07,Completed
T957450,U142275,2025-10-08,Buy,BTC,322.39,Completed
T957451,U127705,2025-04-03,Swap,ADA,216.89,Completed
T957452,U126910,2025-08-18,Sell,SOL,154.91,Completed
T957453,U111662,2025-11-09,Buy,XRP,790.99,Completed
T957454,U104359,2026-01-28,Buy,USDC,354.95,Completed
T957455,U100590,2025-12-29,Buy,ETH,115.03,Completed
T957456,U120854,2026-02-28,Buy,USDC,36.86,Completed
T957457,U107478,2025-10-29,Buy,BTC,49.8,Completed
T957458,U143528,2026-06-04,Buy,DOT,232.38,Completed
T957459,U121714,2026-08-03,Swap,SOL,143.24,Completed
T957460,U135622,2026-03-30,Sell,SOL,155.69,Completed
T957461,U113514,2025-05-26,Buy,DOT,2814.07,Completed
T957462,U104055,2026-07-26,Buy,ADA,82.73,Completed
T957463,U142198,2025-06-05,Buy,SOL,513.12,Completed
T957464,U145962,2026-08-07,Sell,XRP,143.3,Completed
T957465,U102600,2025-06-21,Buy,ADA,80.8,Completed
T957466,U134610,2026-05-27,Buy,BORG,222.55,Completed
T957467,U148829,2026-03-13,Sell,SOL,179.9,Completed
T957468,U104859,2025-08-27,Sell,USDC,110.26,Pending
T957469,U102976,2026-01-20,Buy,BORG,200.97,Completed
T957470,U148392,2025-06-23,Swap,BORG,364.82,Completed
T957471,U103271,2025-08-04,Buy,SOL,485.66,Completed
T957472,U145053,2025-07-18,Swap,ETH,87.87,Completed
T957473,U125550,2026-04-01,Buy,DOT,157.83,Completed
T957474,U146791,2025-09-12,Buy,BORG,952.57,Completed
T957475,U107948,2026-04-28,Swap,ADA,608.93,Completed
T957476,U111022,2026-06-27,Buy,ETH,494.83,Completed
T957477,U126714,2025-06-09,Sell,ADA,162.55,Completed
T957478,U121195,2026-03-06,Buy,SOL,712.56,Completed
T957479,U106185,2025-12-27,Sell,DOT,245.23,Completed
T957480,U131879,2026-03-24,Buy,ETH,67.57,Completed
T957481,U148598,2025-11-15,Swap,BORG,391.57,Completed
T957482,U121175,2026-06-28,Buy,SOL,453.47,Completed
T957483,U129442,2026-02-28,Swap,SOL,443.45,Completed
T957484,U133020,2026-02-20,Sell,ETH,1011.02,Completed
T957485,U108233,2026-01-13,Buy,SOL,295.07,Completed
T957486,U143449,2026-02-26,Buy,USDC,285.57,Pending
T957487,U143924,2026-04-06,Sell,SOL,896.99,Pending
T957488,U107632,2026-06-01,Swap,USDC,233.1,Completed
T957489,U141773,2025-10-12,Swap,SOL,248.64,Completed
T957490,U104841,2026-07-06,Sell,ADA,8448.85,Completed
T957491,U132400,2026-04-07,Sell,DOT,244.98,Failed
T957492,U131512,2026-03-22,Sell,DOT,357.81,Completed
T957493,U128879,2026-06-16,Buy,DOT,288.65,Completed
T957494,U145351,2026-07-17,Buy,USDC,199.55,Completed
T957495,U132258,2026-01-09,Swap,BTC,55.17,Completed
T957496,U111924,2025-10-01,Buy,XRP,222.49,Completed
T957497,U135491,2026-07-14,Buy,SOL,39.58,Completed
T957498,U103737,2025-11-02,Buy,XRP,216.31,Completed
T957499,U121765,2025-08-11,Sell,BTC,137.89,Completed
T957500,U148126,2026-02-15,Sell,BTC,46.86,Completed
T957501,U111354,2025-06-05,Swap,XRP,934.13,Completed
T957502,U133715,2025-12-18,Sell,ADA,246.53,Completed
T957503,U139431,2025-07-08,Swap,XRP,31.5,Completed
T957504,U117318,2025-12-15,Sell,BTC,318.02,Completed
T957505,U145896,2026-06-10,Buy,DOT,66.34,Completed
T957506,U102104,2026-05-29,Swap,DOT,297.89,Completed
T957507,U147855,2026-05-11,Buy,BTC,261.17,Completed
T957508,U128852,2026-04-22,Swap,SOL,13.59,Pending
T957509,U117230,2026-06-08,Swap,DOT,3841.18,Completed
T957510,U148485,2025-11-15,Swap,BTC,103.37,Completed
T957511,U144815,2026-02-21,Sell,USDC,260.49,Completed
T957512,U149341,2026-05-05,Sell,ADA,62.46,Completed
T957513,U110952,2026-06-27,Swap,ETH,150.43,Completed
T957514,U103994,2026-06-06,Sell,SOL,39.37,Completed
T957515,U106801,2026-02-11,Buy,DOT,608.21,Completed
T957516,U148784,2026-07-31,Buy,USDC,371.19,Completed
T957517,U109756,2025-06-10,Buy,BTC,166.75,Completed
T957518,U137173,2025-11-11,Sell,ADA,664.24,Completed
T957519,U139143,2025-05-16,Buy,USDC,412.18,Completed
T957520,U139646,2026-04-24,Swap,ETH,815.27,Completed
T957521,U147082,2026-08-01,Swap,BORG,64.07,Completed
T957522,U127665,2025-11-24,Sell,ADA,124.29,Failed
T957523,U130541,2026-07-06,Buy,ETH,509.89,Completed
T957524,U146223,2026-03-31,Buy,ADA,173.38,Completed
T957525,U130413,2025-08-20,Buy,BORG,324.29,Completed
T957526,U149363,2026-04-25,Buy,BTC,78.75,Completed
T957527,U100595,2026-01-13,Buy,BORG,18.05,Completed
T957528,U102219,2026-03-04,Buy,DOT,112.69,Completed
T957529,U100946,2026-03-16,Buy,SOL,35.32,Completed
T957530,U108348,2025-11-17,Sell,ETH,106.72,Completed
T957531,U141033,2026-04-23,Sell,USDC,399.0,Completed
T957532,U144629,2025-10-08,Buy,DOT,418.26,Completed
T957533,U103861,2025-11-28,Buy,BTC,55.17,Completed
T957534,U137120,2026-05-10,Swap,SOL,713.14,Completed
T957535,U113930,2026-08-12,Swap,ETH,872.0,Completed
T957536,U124633,2026-06-26,Buy,BORG,91.01,Completed
T957537,U106334,2025-07-04,Swap,USDC,555.04,Completed
T957538,U107131,2026-01-03,Buy,XRP,70.59,Pending
T957539,U143870,2025-12-07,Buy,XRP,66.51,Completed
T957540,U149991,2026-03-01,Buy,SOL,180.02,Failed
T957541,U131145,2025-05-18,Buy,SOL,238.55,Completed
T957542,U115421,2026-08-15,Sell,XRP,1117.79,Completed
T957543,U101891,2026-02-28,Swap,DOT,1311.69,Completed
T957544,U121893,2026-01-11,Swap,XRP,699.17,Completed
T957545,U103737,2026-04-23,Sell,ETH,1345.31,Completed
T957546,U134269,2025-07-27,Buy,XRP,752.21,Completed
T957547,U109579,2025-12-11,Swap,ADA,162.16,Completed
T957548,U114653,2025-06-15,Swap,USDC,69.81,Completed
T957549,U126612,2026-07-26,Buy,XRP,51.79,Completed
T957550,U146364,2025-09-19,Buy,XRP,444.47,Completed
T957551,U147005,2026-01-30,Sell,SOL,185.11,Completed
T957552,U116244,2026-03-23,Buy,ETH,48.56,Completed
T957553,U116368,2025-11-03,Sell,DOT,262.4,Completed
T957554,U103588,2026-05-14,Swap,ADA,820.13,Completed
T957555,U106344,2026-05-28,Buy,DOT,152.58,Failed
T957556,U126202,2026-03-13,Sell,ADA,646.88,Completed
T957557,U110453,2026-04-13,Buy,XRP,252.91,Completed
T957558,U101508,2026-07-14,Sell,ETH,2086.56,Completed
T957559,U100760,2026-06-14,Swap,BORG,74.5,Completed
T957560,U141279,2025-11-20,Sell,SOL,60.02,Completed
T957561,U140465,2026-03-26,Buy,XRP,1071.91,Completed
T957562,U121123,2026-01-31,Buy,ADA,228.0,Completed
T957563,U139231,2026-06-12,Sell,DOT,334.69,Completed
T957564,U127384,2026-07-21,Swap,BORG,75.29,Completed
T957565,U110999,2025-09-25,Buy,ETH,1507.97,Completed
T957566,U137106,2026-06-28,Swap,BORG,387.62,Completed
T957567,U130530,2026-08-02,Buy,ETH,3475.08,Failed
T957568,U146377,2025-02-02,Sell,SOL,156.55,Completed
T957569,U146505,2026-03-04,Buy,ETH,32.17,Completed
T957570,U133580,2026-03-13,Buy,BORG,53.65,Completed
T957571,U118957,2026-04-16,Sell,BTC,135.18,Completed
T957572,U112015,2026-08-01,Sell,ETH,539.63,Completed
T957573,U131620,2025-12-16,Buy,SOL,75.47,Completed
T957574,U100880,2025-12-03,Buy,XRP,60.01,Completed
T957575,U139789,2026-01-24,Swap,DOT,385.55,Completed
T957576,U116781,2026-07-04,Swap,ETH,199.63,Completed
T957577,U149620,2025-05-16,Buy,ETH,160.98,Completed
T957578,U109526,2025-09-23,Buy,BORG,453.89,Completed
T957579,U129685,2026-06-15,Buy,XRP,210.67,Completed
T957580,U134146,2026-08-19,Buy,DOT,1707.54,Completed
T957581,U115636,2026-04-07,Buy,USDC,312.49,Completed
T957582,U112933,2026-04-16,Buy,DOT,22.8,Completed
T957583,U120612,2026-02-03,Buy,XRP,651.87,Completed
T957584,U141061,2025-10-10,Sell,XRP,163.28,Pending
T957585,U143386,2025-12-07,Buy,BORG,334.85,Completed
T957586,U106037,2025-09-07,Sell,XRP,134.53,Completed
T957587,U131037,2025-08-17,Swap,XRP,1336.49,Completed
T957588,U134058,2026-05-04,Buy,ETH,124.61,Completed
T957589,U108915,2026-02-22,Swap,ADA,238.74,Completed
T957590,U101321,2025-12-11,Buy,ADA,107.81,Pending
T957591,U149232,2026-02-01,Buy,SOL,473.0,Completed
T957592,U111368,2025-09-23,Buy,ETH,1268.2,Completed
T957593,U120430,2026-01-04,Buy,XRP,254.85,Completed
T957594,U135775,2026-06-04,Swap,DOT,178.43,Completed
T957595,U104799,2025-06-11,Buy,ADA,448.47,Completed
T957596,U109935,2025-12-16,Swap,ETH,367.78,Completed
T957597,U116854,2026-08-07,Sell,BORG,35.45,Completed
T957598,U149910,2026-02-12,Sell,USDC,1077.06,Completed
T957599,U132683,2026-05-11,Buy,SOL,1397.79,Completed
T957600,U111001,2025-10-18,Sell,XRP,69.09,Completed
T957601,U139409,2026-06-06,Buy,XRP,1059.92,Completed
T957602,U100507,2025-07-19,Buy,ETH,1084.47,Completed
T957603,U110548,2026-04-16,Swap,ETH,646.49,Completed
T957604,U120445,2026-08-24,Swap,ETH,545.46,Completed
T957605,U103438,2025-12-30,Buy,DOT,272.91,Completed
T957606,U121914,2025-10-27,Sell,USDC,134.82,Completed
T957607,U104977,2026-07-06,Buy,XRP,493.91,Pending
T957608,U149726,2026-05-11,Sell,USDC,80.53,Completed
T957609,U117457,2025-06-07,Sell,XRP,383.76,Completed
T957610,U101481,2026-07-30,Buy,ETH,1464.52,Completed
T957611,U139639,2025-12-09,Buy,USDC,127.08,Completed
T957612,U139222,2026-03-10,Swap,XRP,110.83,Completed
T957613,U148445,2026-06-25,Swap,SOL,323.43,Completed
T957614,U107194,2026-01-07,Buy,BORG,576.02,Completed
T957615,U139212,2025-08-30,Sell,ETH,46.53,Completed
T957616,U144076,2025-08-04,Sell,SOL,2176.7,Completed
T957617,U130073,2026-03-30,Sell,ETH,132.96,Completed
T957618,U106093,2025-09-18,Swap,BORG,2970.2,Completed
T957619,U141474,2025-09-04,Buy,XRP,138.54,Completed
T957620,U106813,2025-06-14,Swap,ADA,347.79,Completed
T957621,U137258,2026-05-12,Sell,ADA,1825.92,Completed
T957622,U135280,2026-06-30,Sell,ETH,93.64,Completed
T957623,U131140,2026-04-25,Buy,USDC,915.15,Completed
T957624,U110572,2026-04-08,Sell,DOT,52.63,Completed
T957625,U105729,2026-08-02,Buy,SOL,76.59,Completed
T957626,U122285,2026-07-25,Sell,ETH,5216.62,Failed
T957627,U107996,2026-02-10,Sell,BORG,176.12,Pending
T957628,U139875,2026-06-11,Sell,DOT,370.32,Completed
T957629,U111944,2025-02-18,Buy,USDC,56.74,Completed
T957630,U133927,2026-02-18,Sell,ETH,28.86,Completed
T957631,U135302,2025-12-22,Sell,ADA,418.14,Completed
T957632,U128623,2025-06-28,Buy,BTC,361.47,Completed
T957633,U143376,2026-05-24,Buy,BTC,494.21,Completed
T957634,U111472,2026-01-30,Swap,ETH,186.49,Completed
T957635,U147500,2026-08-22,Buy,BTC,631.71,Completed
T957636,U106285,2026-04-28,Swap,USDC,1114.39,Completed
T957637,U146921,2026-02-21,Sell,BORG,77.68,Completed
T957638,U149503,2026-05-30,Buy,XRP,2235.19,Completed
T957639,U126604,2026-07-09,Buy,BORG,181.61,Completed
T957640,U103578,2025-06-20,Swap,BTC,33.86,Completed
T957641,U101580,2026-02-18,Sell,ETH,107.38,Completed
T957642,U139061,2026-05-04,Buy,ADA,161.93,Completed
T957643,U141880,2025-12-26,Swap,DOT,293.38,Completed
T957644,U148848,2026-01-04,Sell,BORG,52.36,Completed
T957645,U141285,2026-02-08,Buy,ETH,192.08,Completed
T957646,U127706,2025-11-01,Sell,BTC,338.8,Completed
T957647,U135797,2026-07-26,Swap,XRP,576.01,Failed
T957648,U138225,2026-02-02,Buy,DOT,46.97,Completed
T957649,U148953,2026-05-12,Buy,ADA,444.22,Completed
T957650,U138882,2025-10-07,Swap,USDC,777.32,Completed
T957651,U125162,2026-07-07,Sell,DOT,66.12,Completed
T957652,U103011,2026-01-25,Buy,BORG,1097.72,Pending
T957653,U142496,2026-08-23,Buy,USDC,429.16,Completed
T957654,U110901,2026-06-13,Swap,BORG,741.61,Completed
T957655,U116527,2026-06-13,Buy,XRP,98.08,Completed
T957656,U102083,2026-01-27,Sell,XRP,122.44,Completed
T957657,U110214,2026-05-19,Buy,XRP,189.58,Completed
T957658,U102175,2026-05-03,Buy,BTC,137.4,Completed
T957659,U119065,2026-03-07,Buy,ADA,103.3,Completed
T957660,U127494,2025-12-05,Sell,BTC,164.16,Completed
T957661,U122691,2026-04-06,Swap,XRP,120.91,Completed
T957662,U133272,2025-12-12,Buy,SOL,1176.08,Completed
T957663,U127314,2026-06-20,Swap,BORG,54.84,Completed
T957664,U127864,2025-12-14,Buy,USDC,406.86,Pending
T957665,U127591,2026-01-15,Swap,BORG,52.44,Completed
T957666,U103944,2026-02-01,Swap,ADA,29.57,Completed
T957667,U133613,2026-03-01,Buy,BORG,386.49,Completed
T957668,U136014,2026-06-11,Buy,XRP,68.15,Completed
T957669,U110069,2026-04-24,Sell,ADA,423.3,Completed
T957670,U116729,2025-11-07,Buy,USDC,269.38,Completed
T957671,U105681,2026-07-28,Sell,SOL,200.82,Completed
T957672,U141539,2025-12-25,Sell,USDC,707.76,Completed
T957673,U133276,2025-10-14,Swap,BORG,55.71,Completed
T957674,U132993,2026-03-16,Buy,BTC,395.42,Completed
T957675,U136477,2025-09-04,Sell,USDC,120.47,Completed
T957676,U131877,2025-11-17,Swap,USDC,810.45,Completed
T957677,U118055,2026-08-14,Swap,BTC,8.55,Completed
T957678,U113514,2026-06-12,Sell,SOL,135.34,Completed
T957679,U124731,2026-06-10,Sell,BORG,87.01,Completed
T957680,U119267,2025-12-11,Sell,XRP,154.46,Completed
T957681,U137311,2026-04-20,Sell,SOL,79.2,Completed
T957682,U146149,2026-08-07,Buy,USDC,100.32,Completed
T957683,U101970,2025-09-12,Sell,BORG,177.35,Completed
T957684,U107823,2025-05-12,Sell,USDC,3360.34,Completed
T957685,U101381,2026-08-26,Buy,SOL,125.82,Pending
T957686,U117421,2026-05-16,Buy,ADA,269.15,Failed
T957687,U111992,2025-10-15,Swap,SOL,108.57,Completed
T957688,U116066,2025-11-25,Buy,DOT,193.77,Completed
T957689,U114960,2025-11-19,Sell,DOT,326.83,Failed
T957690,U125796,2025-09-28,Swap,SOL,174.8,Completed
T957691,U114912,2026-08-02,Buy,XRP,194.97,Completed
T957692,U144863,2026-02-11,Buy,SOL,66.49,Completed
T957693,U115979,2025-12-01,Buy,BTC,75.05,Completed
T957694,U142473,2025-10-31,Buy,ADA,42.85,Completed
T957695,U123666,2026-06-09,Sell,ETH,152.54,Completed
T957696,U124823,2026-02-19,Buy,USDC,2015.58,Completed
T957697,U145088,2025-07-28,Buy,DOT,228.35,Completed
T957698,U129050,2026-03-05,Sell,XRP,119.01,Completed
T957699,U139084,2026-08-18,Sell,ETH,212.41,Completed
T957700,U111598,2026-02-22,Swap,USDC,60.94,Failed
T957701,U131372,2025-10-04,Buy,DOT,255.87,Completed
T957702,U141461,2026-05-19,Swap,SOL,70.39,Completed
T957703,U133268,2026-03-01,Swap,ADA,522.97,Completed
T957704,U128391,2026-04-25,Swap,USDC,1019.0,Completed
T957705,U106338,2026-02-24,Buy,USDC,866.74,Completed
T957706,U139944,2026-03-11,Sell,ETH,153.66,Completed
T957707,U136565,2026-06-04,Swap,BORG,34.1,Completed
T957708,U107376,2026-02-04,Buy,DOT,552.51,Completed
T957709,U101332,2026-04-17,Buy,ETH,180.08,Completed
T957710,U146157,2026-03-28,Buy,BTC,169.5,Completed
T957711,U148999,2025-04-03,Swap,BTC,617.56,Completed
T957712,U119769,2025-11-02,Buy,BTC,106.6,Completed
T957713,U134880,2025-07-30,Sell,BORG,32.01,Completed
T957714,U144859,2026-02-17,Swap,ETH,51.17,Completed
T957715,U110375,2026-04-29,Sell,BTC,109.93,Completed
T957716,U127560,2026-01-25,Sell,USDC,886.42,Completed
T957717,U121974,2026-03-02,Sell,USDC,303.59,Completed
T957718,U103354,2025-09-05,Sell,ADA,583.39,Completed
T957719,U126760,2026-04-09,Sell,ADA,435.89,Completed
T957720,U121566,2025-06-16,Sell,DOT,214.68,Completed
T957721,U136775,2026-04-30,Buy,DOT,932.22,Completed
T957722,U133004,2025-12-30,Buy,SOL,142.44,Pending
T957723,U130520,2026-06-09,Sell,XRP,463.28,Completed
T957724,U141709,2026-05-23,Swap,SOL,491.9,Completed
T957725,U141594,2025-06-23,Buy,ADA,718.7,Completed
T957726,U109011,2025-03-09,Sell,ETH,260.58,Completed
T957727,U138117,2025-10-17,Swap,ETH,250.48,Completed
T957728,U103421,2025-10-20,Buy,USDC,746.0,Completed
T957729,U144954,2026-07-02,Swap,XRP,134.32,Completed
T957730,U117878,2025-06-20,Buy,USDC,387.46,Completed
T957731,U139653,2026-04-03,Sell,SOL,366.02,Completed
T957732,U138422,2025-12-02,Swap,BORG,118.16,Completed
T957733,U105272,2026-03-28,Sell,XRP,205.31,Completed
T957734,U110666,2026-05-26,Buy,ADA,221.61,Completed
T957735,U146073,2026-05-20,Buy,XRP,132.13,Completed
T957736,U102056,2025-06-19,Sell,DOT,63.37,Pending
T957737,U113560,2025-11-03,Buy,BTC,1684.19,Completed
T957738,U140327,2026-05-26,Swap,SOL,198.1,Failed
T957739,U134038,2026-08-04,Sell,ADA,403.52,Completed
T957740,U138126,2025-08-07,Sell,ETH,860.94,Completed
T957741,U129886,2026-02-18,Sell,ETH,935.87,Completed
T957742,U146714,2025-07-03,Swap,BORG,42.33,Pending
T957743,U140351,2026-05-07,Buy,USDC,1339.5,Completed
T957744,U138543,2026-04-10,Swap,ETH,250.82,Completed
T957745,U105151,2026-07-03,Buy,DOT,44.8,Completed
T957746,U106876,2025-06-27,Buy,DOT,77.03,Completed
T957747,U124726,2025-08-13,Sell,ETH,220.59,Pending
T957748,U123240,2026-05-21,Buy,SOL,349.38,Completed
T957749,U139669,2025-10-05,Buy,USDC,212.21,Completed
T957750,U116299,2026-07-07,Swap,XRP,141.59,Completed
T957751,U139332,2026-05-22,Buy,ADA,1296.53,Completed
T957752,U135447,2026-03-31,Sell,USDC,23.29,Completed
T957753,U123230,2026-07-29,Swap,ADA,121.46,Completed
T957754,U113203,2026-08-06,Swap,DOT,265.89,Completed
T957755,U113125,2025-07-23,Sell,ETH,278.17,Completed
T957756,U119248,2026-02-01,Buy,DOT,129.52,Completed
T957757,U115197,2025-11-28,Swap,BTC,117.22,Completed
T957758,U108760,2026-04-23,Swap,DOT,115.2,Completed
T957759,U122984,2025-08-17,Sell,BORG,113.62,Completed
T957760,U128679,2026-04-17,Buy,SOL,212.1,Completed
T957761,U139278,2025-10-12,Swap,ADA,254.0,Completed
T957762,U122773,2026-03-15,Swap,XRP,310.41,Completed
T957763,U125720,2025-03-17,Sell,DOT,439.34,Pending
T957764,U147520,2025-06-18,Buy,XRP,2309.31,Completed
T957765,U118876,2026-01-13,Swap,USDC,436.23,Completed
T957766,U105826,2025-09-17,Swap,BTC,127.63,Pending
T957767,U137673,2026-01-15,Sell,BTC,686.54,Completed
T957768,U112895,2026-02-21,Buy,ADA,76.93,Completed
T957769,U120752,2026-07-21,Buy,ADA,545.15,Completed
